,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,かんばん数,実績LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ,順立装置在庫量/設計値MAX,OPERATION_RATE,KAKO_CNT,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からのかんばん増加率,使用工程
243,9033106A003    ,2023,37,1.0,0.0,0.0,0.67,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,5000,1.0,13.270000000000001,0.1034,サトープレス工業（株）,1,19.80597014925373,34.788416848726044,0.0,0.028655769173850786,93.505,462.0,0.0,0.0,0.0,3.ギヤサブ・共通部品
244,9033904A002    ,2023,37,2.0,0.0,0.0,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,5.09,0.879,サトープレス工業（株）,5,8.344262295081966,8.184578616969905,0.0,0.21959854139502055,93.505,462.0,-0.33333333333333337,0.12362030905077259,0.0,4.TA・カバー・メイン
397,9033904A002    ,2023,38,2.0,0.0,0.0,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,4.680000000000001,0.907,サトープレス工業（株）,4,7.672131147540985,7.9319124634140525,0.0,0.22511716737727241,97.085,450.0,0.0,-0.08055009823182702,-0.19999999999999996,4.TA・カバー・メイン
540,9033904A002    ,2023,39,2.0,0.0,0.0,0.61,1.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,1000,1.0,2.425,0.85,サトープレス工業（株）,2,3.9754098360655736,8.463817181548878,0.0,0.21375932016756544,99.44999999999999,464.0,0.0,-0.4818376068376069,-0.5,4.TA・カバー・メイン
245,9033904A003    ,2023,37,2.0,0.0,0.0,0.6,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,2000,1.0,17.02,0.421,サトープレス工業（株）,2,28.366666666666667,17.088466993626,0.0,0.11408676656411156,93.505,462.0,-0.33333333333333337,0.4748700173310223,-0.33333333333333337,3.ギヤサブ・共通部品
246,9034108A006    ,2023,37,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,2.08,3.886,（株）杉浦製作所,23,3.9245283018867925,4.996777078784184,0.12,0.280344602099652,93.505,462.0,-0.33333333333333337,0.1885714285714286,0.3529411764705883,2.MGケース
398,9034108A006    ,2023,38,5.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,2.44,3.886,（株）杉浦製作所,21,4.60377358490566,12.49194269696046,0.12,0.34178119151983566,97.085,450.0,1.5,0.1730769230769229,-0.08695652173913049,2.MGケース
541,9034108A006    ,2023,39,4.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,1.0299999999999998,4.036,（株）杉浦製作所,8,1.943396226415094,9.622138616528911,0.12,0.3377825311825905,99.44999999999999,464.0,-0.19999999999999996,-0.5778688524590165,-0.6190476190476191,2.MGケース
247,9034108A010    ,2023,37,1.0,0.0,0.0,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.5,5.43,0.756,（株）杉浦製作所,2,11.553191489361701,12.842245851954589,0.12,0.07542589693582734,93.505,462.0,0.0,0.1804347826086954,-0.5,2.MGケース
399,9034108A010    ,2023,38,1.0,0.0,0.0,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,2.0,3.6900000000000004,0.757,（株）杉浦製作所,4,7.851063829787235,12.825281194290183,0.12,0.07551939676670665,97.085,450.0,0.0,-0.3204419889502761,1.0,2.MGケース
542,9034108A010    ,2023,39,1.0,0.0,0.0,0.47,1.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,1000,1.0,1.2500000000000004,0.7749999999999999,（株）杉浦製作所,2,2.6595744680851077,12.527403695584091,0.12,0.07719829659649621,99.44999999999999,464.0,0.0,-0.6612466124661246,-0.5,2.MGケース
248,9034114A004    ,2023,37,1.0,0.0,0.0,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,5.0,2.515,0.412,（株）青山製作所,3,5.03,21.54305739070489,0.08,0.04622711814726324,93.505,462.0,0.0,-0.3248322147651007,-0.25,2.MGケース
400,9034114A004    ,2023,38,1.0,0.0,0.0,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.0,4.66,0.84,（株）青山製作所,3,9.32,10.566356720202874,0.08,0.09303747782397057,97.085,450.0,0.0,0.8528827037773359,0.0,2.MGケース
543,9034114A004    ,2023,39,1.0,0.0,0.0,0.5,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500,2.5,1.9849999999999999,0.387,（株）青山製作所,2,3.9699999999999998,22.93472776478143,0.08,0.0434431705650384,99.44999999999999,464.0,0.0,-0.5740343347639485,-0.33333333333333337,2.MGケース
249,9034118A024    ,2023,37,5.0,0.0,0.0,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,4.0,3.0000000000000004,2.5,（株）青山製作所,13,5.76923076923077,17.75147928994083,0.08,0.2733264148146151,93.505,462.0,0.25,-0.07120743034055721,0.08333333333333326,2.MGケース
401,9034118A024    ,2023,38,5.0,0.0,0.0,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.0,3.74,2.495,（株）青山製作所,13,7.1923076923076925,17.787053396734297,0.08,0.27281204192557945,97.085,450.0,0.0,0.2466666666666666,0.0,2.MGケース
544,9034118A024    ,2023,39,6.0,0.0,0.0,0.52,3.0,ＴＰ１３１フタナシ,1.0,6.0,5.76,200,2.5,2.135,2.3975,（株）青山製作所,6,4.10576923076923,22.212487119842535,0.08,0.2639457327732477,99.44999999999999,464.0,0.19999999999999996,-0.429144385026738,-0.5384615384615384,2.MGケース
250,9036324A003    ,2023,37,7.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,5.0,0.815,17.181818181818183,日本精工（株）,92,1.1013513513513513,3.259259259259259,0.09,1.11712631479964,93.505,462.0,0.0,0.03164556962025333,0.0,1.デフ・大物ギヤ・Brg
402,9036324A003    ,2023,38,7.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.0,0.815,17.181818181818183,日本精工（株）,83,1.1013513513513513,3.259259259259259,0.09,1.11712631479964,97.085,450.0,0.0,0.0,-0.09782608695652173,1.デフ・大物ギヤ・Brg
545,9036324A003    ,2023,39,9.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,22,4.0,0.9699999999999998,17.59090909090909,日本精工（株）,77,1.3108108108108105,4.093023255813954,0.09,1.2549794190155765,99.44999999999999,464.0,0.2857142857142858,0.1901840490797544,-0.07228915662650603,1.デフ・大物ギヤ・Brg
251,9036324A004    ,2023,37,17.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,5.0,1.0,29.233333333333334,日本精工（株）,160,1.3513513513513513,4.652223489167616,0.09,1.7403666162997844,93.505,462.0,-0.10526315789473684,0.11111111111111116,0.02564102564102555,1.デフ・大物ギヤ・Brg
403,9036324A004    ,2023,38,17.5,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,5.0,1.0299999999999998,29.233333333333334,日本精工（株）,142,1.3918918918918917,4.789053591790193,0.09,1.7668046220307307,97.085,450.0,0.02941176470588225,0.029999999999999805,-0.11250000000000004,1.デフ・大物ギヤ・Brg
546,9036324A004    ,2023,39,21.0,0.0,1.0,0.74,1.0,テンバコ１０フタナシ,1.0,8.0,9.0,30,4.0,1.13,29.266666666666666,日本精工（株）,122,1.527027027027027,5.740318906605923,0.09,1.9333481763843796,99.44999999999999,464.0,0.19999999999999996,0.09708737864077688,-0.14084507042253525,1.デフ・大物ギヤ・Brg
252,9036324A005    ,2023,37,16.0,0.0,1.0,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,5.0,1.0499999999999998,22.681818181818183,日本精工（株）,122,1.5217391304347825,5.643286573146291,0.09,1.6644812106455045,93.505,462.0,-0.11111111111111116,0.029411764705882026,0.016666666666666607,1.デフ・大物ギヤ・Brg
404,9036324A005    ,2023,38,16.5,0.0,1.0,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,5.0,1.08,22.681818181818183,日本精工（株）,112,1.5652173913043481,5.819639278557113,0.09,1.6855727555043858,97.085,450.0,0.03125,0.028571428571428914,-0.08196721311475408,1.デフ・大物ギヤ・Brg
547,9036324A005    ,2023,39,20.0,0.0,1.0,0.69,1.0,サンボックス＃Ｋ１０Ｂフタナシ,1.0,8.0,9.0,22,4.0,1.25,22.318181818181817,日本精工（株）,89,1.8115942028985508,7.169042769857434,0.09,1.8059139837752791,99.44999999999999,464.0,0.21212121212121215,0.15740740740740744,-0.2053571428571429,1.デフ・大物ギヤ・Brg
253,9036340A010    ,2023,37,15.0,0.0,1.0,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,5.0,1.2000000000000002,21.925,日本精工（株）,117,1.621621621621622,5.473204104903078,0.09,1.6111570944762834,93.505,462.0,0.0,0.17647058823529438,0.017391304347825987,
405,9036340A010    ,2023,38,15.0,0.0,1.0,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,5.0,1.2349999999999999,21.925,日本精工（株）,106,1.6689189189189189,5.473204104903078,0.09,1.6111570944762834,97.085,450.0,0.0,0.02916666666666634,-0.09401709401709402,
548,9036340A010    ,2023,39,18.0,0.0,1.0,0.74,3.0,ｻﾝﾎﾞｯｸｽ＃K-10Bﾌﾀﾅｼ,1.0,8.0,9.0,80,4.0,1.2800000000000002,21.95,日本精工（株）,86,1.72972972972973,6.560364464692482,0.09,1.7305005930665553,99.44999999999999,464.0,0.19999999999999996,0.036437246963562986,-0.18867924528301883,
254,9036345A004    ,2023,37,12.0,0.0,0.0,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,1.7799999999999998,9.744444444444444,岡谷鋼機（株）,50,2.7812499999999996,3.743072716119127,0.0,0.8586922211073007,93.505,462.0,-0.25,-0.1523809523809525,0.04166666666666674,4.TA・カバー・メイン
406,9036345A004    ,2023,38,12.0,0.0,0.0,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,2.1499999999999995,9.744444444444444,岡谷鋼機（株）,48,3.359374999999999,3.743072716119127,0.0,0.8586922211073007,97.085,450.0,0.0,0.20786516853932557,-0.040000000000000036,4.TA・カバー・メイン
549,9036345A004    ,2023,39,12.0,0.0,0.0,0.64,1.0,サンボックス＃９Ｂフタナシ,1.0,1.0,2.29,90,1.0,1.51,9.755555555555556,岡谷鋼機（株）,34,2.359375,3.7388095353490587,0.0,0.8582375471844124,99.44999999999999,464.0,0.0,-0.29767441860465094,-0.29166666666666663,4.TA・カバー・メイン
255,9036628A005    ,2023,37,6.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6400000000000001,6.3,（株）ジェイテクト,33,2.645161290322581,3.284072249589491,0.0,0.6061174066336183,93.505,462.0,-0.25,-0.023809523809523836,0.10000000000000009,1.デフ・大物ギヤ・Brg
407,9036628A005    ,2023,38,5.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6150000000000004,6.3,（株）ジェイテクト,30,2.60483870967742,2.736726874657909,0.0,0.5346606104963799,97.085,450.0,-0.16666666666666663,-0.015243902439024182,-0.09090909090909094,1.デフ・大物ギヤ・Brg
550,9036628A005    ,2023,39,4.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.2250000000000005,6.45,（株）ジェイテクト,28,1.9758064516129041,2.138465650895483,0.0,0.4488851328473061,99.44999999999999,464.0,-0.19999999999999996,-0.241486068111455,-0.06666666666666665,1.デフ・大物ギヤ・Brg
256,9036628A006    ,2023,37,4.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.6700000000000004,4.725,（株）ジェイテクト,25,2.693548387096775,2.9191753329684365,0.0,0.5075868155574873,93.505,462.0,-0.4285714285714286,-0.18137254901960764,0.19047619047619047,1.デフ・大物ギヤ・Brg
408,9036628A006    ,2023,38,4.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.8599999999999999,4.725,（株）ジェイテクト,23,3.0,2.9191753329684365,0.0,0.5075868155574873,97.085,450.0,0.0,0.11377245508982003,-0.07999999999999996,1.デフ・大物ギヤ・Brg
551,9036628A006    ,2023,39,4.0,0.0,0.0,0.62,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,80,1.0,1.6400000000000001,4.8375,（株）ジェイテクト,20,2.645161290322581,2.8512875345273097,0.0,0.504371480010076,99.44999999999999,464.0,0.0,-0.11827956989247301,-0.13043478260869568,1.デフ・大物ギヤ・Brg
257,9036628A007    ,2023,37,8.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.8600000000000003,6.930555555555555,（株）ジェイテクト,37,3.263157894736843,3.9803745421878234,0.0,0.7106400120222209,93.505,462.0,-0.2727272727272727,-0.1583710407239819,0.1212121212121211,1.デフ・大物ギヤ・Brg
409,9036628A007    ,2023,38,9.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,2.3150000000000004,6.930555555555555,（株）ジェイテクト,32,4.061403508771931,4.477921359961301,0.0,0.7656313404225042,97.085,450.0,0.125,0.2446236559139785,-0.1351351351351351,1.デフ・大物ギヤ・Brg
552,9036628A007    ,2023,39,7.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.3200000000000003,6.819444444444445,（株）ジェイテクト,27,2.315789473684211,3.5395744083151905,0.0,0.6542061531590454,99.44999999999999,464.0,-0.2222222222222222,-0.4298056155507559,-0.15625,1.デフ・大物ギヤ・Brg
258,9036628A008    ,2023,37,6.0,0.0,0.0,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.1800000000000006,4.99,（株）ジェイテクト,26,3.758620689655174,4.14622348144565,0.0,0.6392687800638083,93.505,462.0,-0.25,-0.1695238095238093,0.08333333333333326,1.デフ・大物ギヤ・Brg
410,9036628A008    ,2023,38,7.0,0.0,0.0,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,2.2800000000000002,4.99,（株）ジェイテクト,22,3.9310344827586214,4.837260728353258,0.0,0.694667680289749,97.085,450.0,0.16666666666666674,0.04587155963302725,-0.15384615384615385,1.デフ・大物ギヤ・Brg
553,9036628A008    ,2023,39,5.0,0.0,0.0,0.58,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,100,1.0,1.6399999999999997,4.91,（株）ジェイテクト,19,2.827586206896551,3.5114825479317364,0.0,0.5769020500904534,99.44999999999999,464.0,-0.2857142857142857,-0.2807017543859651,-0.13636363636363635,1.デフ・大物ギヤ・Brg
259,9036630A017    ,2023,37,11.0,0.0,0.0,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.67,12.180555555555555,（株）ジェイテクト,64,2.783333333333333,3.1140644045138206,0.0,0.6916652192831485,93.505,462.0,-0.2666666666666667,-0.06703910614525166,0.06666666666666665,1.デフ・大物ギヤ・Brg
411,9036630A017    ,2023,38,13.5,0.0,0.0,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.8599999999999999,12.180555555555555,（株）ジェイテクト,59,3.1,3.821806314630598,0.0,0.8126954027386085,97.085,450.0,0.2272727272727273,0.11377245508982026,-0.078125,1.デフ・大物ギヤ・Brg
554,9036630A017    ,2023,39,10.0,0.0,0.0,0.6,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,72,1.0,1.345,12.194444444444445,（株）ジェイテクト,50,2.2416666666666667,2.82774330374676,0.0,0.639717092724244,99.44999999999999,464.0,-0.2592592592592593,-0.2768817204301075,-0.15254237288135597,1.デフ・大物ギヤ・Brg
260,9036630A018    ,2023,37,16.0,0.0,1.0,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.2400000000000002,23.07894736842105,（株）ジェイテクト,121,3.647058823529412,2.390594896394448,0.0,0.6009730587693406,93.505,462.0,-0.2727272727272727,0.0973451327433632,0.05217391304347818,1.デフ・大物ギヤ・Brg
412,9036630A018    ,2023,38,19.0,0.0,1.0,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.3399999999999999,23.07894736842105,（株）ジェイテクト,111,3.9411764705882346,2.8388314394684073,0.0,0.7018392501556185,97.085,450.0,0.1875,0.08064516129032229,-0.0826446280991735,1.デフ・大物ギヤ・Brg
555,9036630A018    ,2023,39,14.0,0.0,1.0,0.34,3.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,38,1.0,1.0950000000000002,23.105263157894736,（株）ジェイテクト,102,3.220588235294118,2.089388107768439,0.0,0.531311023442392,99.44999999999999,464.0,-0.26315789473684215,-0.1828358208955222,-0.08108108108108103,1.デフ・大物ギヤ・Brg
261,9036652A003    ,2023,37,9.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.9000000000000004,8.316666666666666,（株）ジェイテクト,43,3.3333333333333344,3.731601133301085,0.0,0.7220737302872295,93.505,462.0,-0.25,-0.10798122065727678,0.04878048780487809,1.デフ・大物ギヤ・Brg
413,9036652A003    ,2023,38,10.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,2.2100000000000004,8.316666666666666,（株）ジェイテクト,39,3.8771929824561413,4.14622348144565,0.0,0.7764744708128084,97.085,450.0,0.11111111111111116,0.16315789473684217,-0.09302325581395354,1.デフ・大物ギヤ・Brg
556,9036652A003    ,2023,39,9.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,60,1.0,1.6,8.183333333333334,（株）ジェイテクト,32,2.8070175438596494,3.792401151766276,0.0,0.7266913065928235,99.44999999999999,464.0,-0.09999999999999998,-0.27601809954751144,-0.17948717948717952,1.デフ・大物ギヤ・Brg
262,9036652A004    ,2023,37,7.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.8100000000000003,7.920634920634921,（株）ジェイテクト,42,3.1754385964912286,3.047474258862552,0.0,0.6159726499232951,93.505,462.0,-0.30000000000000004,0.1172839506172838,0.10526315789473695,1.デフ・大物ギヤ・Brg
414,9036652A004    ,2023,38,9.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.9000000000000006,7.920634920634921,（株）ジェイテクト,38,3.333333333333335,3.9181811899661385,0.0,0.7356037529408986,97.085,450.0,0.2857142857142858,0.049723756906077554,-0.09523809523809523,1.デフ・大物ギヤ・Brg
557,9036652A004    ,2023,39,8.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,63,1.0,1.6400000000000006,7.7936507936507935,（株）ジェイテクト,31,2.8771929824561417,3.539574408315191,0.0,0.6824245465634797,99.44999999999999,464.0,-0.11111111111111116,-0.13684210526315788,-0.1842105263157895,1.デフ・大物ギヤ・Brg
263,9036658A001    ,2023,37,5.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.2200000000000002,8.4,（株）ジェイテクト,45,2.140350877192983,2.052545155993432,0.0,0.45987392356276185,93.505,462.0,-0.4444444444444444,0.07964601769911517,0.125,1.デフ・大物ギヤ・Brg
415,9036658A001    ,2023,38,5.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.35,8.4,（株）ジェイテクト,40,2.368421052631579,2.052545155993432,0.0,0.45987392356276185,97.085,450.0,0.0,0.10655737704918011,-0.11111111111111116,1.デフ・大物ギヤ・Brg
558,9036658A001    ,2023,39,5.0,0.0,0.0,0.57,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,45,1.0,1.2200000000000002,8.6,（株）ジェイテクト,37,2.140350877192983,2.004811547714515,0.0,0.45311149885795554,99.44999999999999,464.0,0.0,-0.09629629629629621,-0.07499999999999996,1.デフ・大物ギヤ・Brg
264,9036658A002    ,2023,37,5.0,0.0,0.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.27,10.5,（株）ジェイテクト,57,2.152542372881356,1.6420361247947455,0.0,0.3947253288567549,93.505,462.0,-0.5,-0.0078125,0.1875,1.デフ・大物ギヤ・Brg
416,9036658A002    ,2023,38,8.0,0.0,0.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4100000000000001,10.5,（株）ジェイテクト,51,2.3898305084745766,2.6272577996715927,0.0,0.5859836605336035,97.085,450.0,0.6000000000000001,0.11023622047244097,-0.10526315789473684,1.デフ・大物ギヤ・Brg
559,9036658A002    ,2023,39,6.0,0.0,0.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2150000000000005,10.75,（株）ジェイテクト,46,2.0593220338983063,1.9246190858059342,0.0,0.4541285134529199,99.44999999999999,464.0,-0.25,-0.13829787234042523,-0.0980392156862745,1.デフ・大物ギヤ・Brg
265,9036659A009    ,2023,37,20.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4000000000000004,24.36111111111111,（株）ジェイテクト,128,2.372881355932204,2.8309676404671094,0.0,0.7039741447113823,93.505,462.0,-0.2592592592592593,0.2389380530973455,0.05785123966942152,1.デフ・大物ギヤ・Brg
417,9036659A009    ,2023,38,22.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.6400000000000001,24.36111111111111,（株）ジェイテクト,117,2.7796610169491527,3.1140644045138206,0.0,0.7667313571421667,97.085,450.0,0.10000000000000009,0.17142857142857126,-0.0859375,1.デフ・大物ギヤ・Brg
560,9036659A009    ,2023,39,19.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2550000000000001,24.38888888888889,（株）ジェイテクト,104,2.1271186440677967,2.686356138559422,0.0,0.6715041004028027,99.44999999999999,464.0,-0.13636363636363635,-0.2347560975609756,-0.11111111111111116,1.デフ・大物ギヤ・Brg
266,9036659A010    ,2023,37,19.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.4800000000000004,24.36111111111111,（株）ジェイテクト,128,2.5084745762711873,2.689419258443754,0.0,0.6721241752358996,93.505,462.0,-0.3214285714285714,0.07246376811594235,0.05785123966942152,1.デフ・大物ギヤ・Brg
418,9036659A010    ,2023,38,22.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.6000000000000005,24.36111111111111,（株）ジェイテクト,116,2.7118644067796622,3.1140644045138206,0.0,0.7667313571421667,97.085,450.0,0.1578947368421053,0.08108108108108114,-0.09375,1.デフ・大物ギヤ・Brg
561,9036659A010    ,2023,39,20.0,0.0,1.0,0.59,1.0,サンボックス＃９Ｆフタナシ,1.0,1.0,1.9,36,1.0,1.2400000000000002,24.38888888888889,（株）ジェイテクト,105,2.101694915254238,2.82774330374676,0.0,0.7033319066920922,99.44999999999999,464.0,-0.09090909090909094,-0.2250000000000001,-0.09482758620689657,1.デフ・大物ギヤ・Brg
267,9050827A011    ,2023,37,3.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,5.5,2.5599999999999996,1.89,（株）東郷製作所,10,3.2820512820512815,10.47723820001048,0.08,0.27757247181275524,93.505,462.0,0.0,0.7414965986394555,0.0,4.TA・カバー・メイン
419,9050827A011    ,2023,38,2.5,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,6.0,2.795,1.89,（株）東郷製作所,9,3.583333333333333,8.731031833342065,0.08,0.27588393165695735,97.085,450.0,-0.16666666666666663,0.09179687500000022,-0.09999999999999998,4.TA・カバー・メイン
562,9050827A011    ,2023,39,3.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,200,2.0,0.9799999999999995,1.8525,（株）東郷製作所,6,1.2564102564102557,10.689328042115953,0.08,0.27239258786424064,99.44999999999999,464.0,0.19999999999999996,-0.6493738819320216,-0.33333333333333337,4.TA・カバー・メイン
268,9052409A003    ,2023,37,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,4.5,5.680000000000001,0.758,（株）東郷製作所,4,7.282051282051283,8.707994810035094,0.08,0.11311392115481114,93.505,462.0,-0.5,-0.1432880844645551,0.33333333333333326,4.TA・カバー・メイン
420,9052409A003    ,2023,38,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,5.5,5.55,0.8069999999999999,（株）東郷製作所,4,7.115384615384615,8.179256587368775,0.08,0.12018535099195318,97.085,450.0,0.0,-0.022887323943662108,0.0,4.TA・カバー・メイン
563,9052409A003    ,2023,39,1.0,0.0,0.0,0.78,1.0,ＴＰ３３１フタナシ,1.0,8.0,11.12,500,8.0,3.43,0.708,（株）東郷製作所,1,4.397435897435898,9.322966194924577,0.08,0.10585520948071224,99.44999999999999,464.0,0.0,-0.38198198198198197,-0.75,4.TA・カバー・メイン
269,9056439A005    ,2023,37,13.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,7.839999999999999,3.13,（株）ムロコーポレーション,16,8.430107526881718,24.007830246172603,0.0,0.4762893935388999,93.505,462.0,0.30000000000000004,0.6557550158394929,-0.2727272727272727,
421,9056439A005    ,2023,38,13.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,5.225,3.08,（株）ムロコーポレーション,14,5.618279569892472,24.397567750168903,0.0,0.4704763811282672,97.085,450.0,0.0,-0.3335459183673469,-0.125,
564,9056439A005    ,2023,39,11.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,2.5000000000000004,3.24,（株）ムロコーポレーション,5,2.688172043010753,19.62463426817955,0.0,0.47770767850344825,99.44999999999999,464.0,-0.15384615384615385,-0.5215311004784688,-0.6428571428571428,
270,9056439A006    ,2023,37,4.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,1.8350000000000002,0.525,（株）ムロコーポレーション,12,1.9731182795698925,44.04073768235618,0.0,0.08970221351183881,93.505,462.0,-0.33333333333333337,-0.7217589082638363,5.0,
422,9056439A006    ,2023,38,4.0,0.0,0.0,0.93,3.0,TP131ﾌﾀﾅｼ,1.0,1.0,0.73,100,1.0,6.26,1.1,（株）ムロコーポレーション,8,6.731182795698924,21.0194429847609,0.0,0.18038784571720462,97.085,450.0,0.0,2.411444141689373,-0.33333333333333337,
