,品番,年月日,年,月,週番号,日,曜日_番号,曜日_名前,手配）品名,手配）仕入先名,手配）手配区分,手配）仕入先発送場所名,手配）受入場所,手配）受入場所名,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,箱重量,箱種類,基準在庫日数,基準在庫枚数,収容数,日量数,日量計算数,日量数（箱数）,日量計算数（箱数）,月平均日量数,月平均日量数（箱数）,基準在庫枚数（日数）,基準在庫日数（基準在庫枚数込み）,印刷～検収LT,検収～入庫LT,入庫～出庫LT,出庫～回収LT,社内LT（検収～回収LT）,納入かんばん数,回収かんばん数,仕入先名,実績納入回数,在庫数（箱）_1日の平均値,入庫数（箱）_1日の合計値,出庫数（箱）_1日の合計値,時間稼働率,加工数,発送場所名,不等ピッチ係数【日】,使用工程,週最大日量数（箱数）,実績最小納入回数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,社内LT-設計値LT,社内LT-設計値LT（基準在庫枚数込み）,便Ave,便Ave_実績便数使用,不等ピッチ在庫,日量数（箱数）_繰り上げ,週最大日量数（箱数）_繰り上げ,便Ave_繰り上げ,便Ave_実績便数使用_繰り上げ,不等ピッチ在庫_繰り上げ,設計納入回数-実績納入回数,納入数-日量数（箱数）,納入数-週最大日量数（箱数）,入庫数-日量数（箱数）,入庫数-週最大日量数（箱数）,納入数/日量数（箱数）,回収数/日量数（箱数）,設計値MIN,設計値MIN_実績便数使用,設計値MIN_繰り上げ,設計値MIN_実績便数使用_繰り上げ,設計値MAX,設計値MAX_実績便数使用,設計値MAX_繰り上げ,設計値MAX_実績便数使用_繰り上げ,順立装置在庫量/設計値MIN_繰り上げ,順立装置在庫量/設計値MIN_実績便数使用_繰り上げ,順立装置在庫量-設計値MIN_繰り上げ,順立装置在庫量-設計値MIN_実績便数使用_繰り上げ,順立装置在庫量/設計値MAX_繰り上げ,順立装置在庫量/設計値MAX_実績便数使用_繰り上げ,順立装置在庫量-設計値MAX_繰り上げ,順立装置在庫量-設計値MAX_実績便数使用_繰り上げ,便数ズレ
40,35580ECB011,2023-12-11,2023,12,50,11,0,月曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,356.0,356.0,59.33333333333334,59.33333333333334,344.55,57.425,0.0522420548541576,0.9522420548541576,2.96,0.3700000000000001,1.2400000000000002,0.20000000000000015,1.8399999999999996,57.0,61.0,アイシン精機（株）,4.0,80.04166666666667,30.0,62.0,99.22,388.0,半田工場,0.14,8.ファイナル後半,60.16666666666666,2.0,2.044444444444444,1.9322818086225022,0.9399999999999996,0.887757945145842,15.041666666666664,30.08333333333333,8.423333333333332,60.0,61.0,16.0,31.0,9.0,0.0,-3.0,-4.0,27.0,-4.0,0.95,1.0166666666666666,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,5.717261904761905,2.8586309523809526,66.04166666666667,52.04166666666667,2.0523504273504276,1.1770833333333335,41.04166666666667,12.041666666666671,1
41,35580ECB011,2023-12-12,2023,12,50,12,1,火曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,357.0,357.0,59.5,59.5,344.55,57.425,0.0522420548541576,0.9522420548541576,0.96,0.4000000000000001,1.2700000000000005,0.21,1.93,59.0,63.0,アイシン精機（株）,4.0,75.66666666666667,86.0,61.0,99.85,390.0,半田工場,0.14,8.ファイナル後半,60.16666666666666,2.0,2.1444444444444444,2.0267955927399077,1.0299999999999998,0.9777579451458424,15.041666666666664,30.08333333333333,8.423333333333332,60.0,61.0,16.0,31.0,9.0,0.0,-1.0,-2.0,-27.0,-2.0,0.9833333333333333,1.05,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,5.404761904761905,2.7023809523809526,61.66666666666667,47.66666666666667,1.9401709401709404,1.1127450980392157,36.66666666666667,7.666666666666671,1
42,35580ECB011,2023-12-13,2023,12,50,13,2,水曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,355.0,355.0,59.16666666666666,59.16666666666666,344.55,57.425,0.0522420548541576,0.9522420548541576,0.97,0.54,1.12,0.18999999999999995,1.855,66.0,59.0,アイシン精機（株）,4.0,69.66666666666667,49.0,57.0,99.92,361.5,半田工場,0.14,8.ファイナル後半,60.16666666666666,2.0,2.061111111111111,1.9480341059754034,0.955,0.9027579451458424,15.041666666666664,30.08333333333333,8.423333333333332,60.0,61.0,16.0,31.0,9.0,0.0,6.0,5.0,17.0,5.0,1.1,0.9833333333333333,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,4.976190476190476,2.488095238095238,55.66666666666667,41.66666666666667,1.7863247863247864,1.0245098039215688,30.66666666666667,1.6666666666666714,1
43,35580ECB011,2023-12-14,2023,12,50,14,3,木曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,348.0,348.0,58.0,58.0,344.55,57.425,0.0522420548541576,0.9522420548541576,0.96,0.3600000000000001,3.0700000000000003,0.20000000000000015,3.9300000000000006,57.0,60.0,アイシン精機（株）,4.0,79.95833333333333,45.0,62.0,99.605,389.0,半田工場,0.14,8.ファイナル後半,60.16666666666666,2.0,4.366666666666667,4.12710190646002,3.0300000000000007,2.977757945145843,15.041666666666664,30.08333333333333,8.423333333333332,58.0,61.0,16.0,31.0,9.0,0.0,-1.0,-4.0,12.0,-4.0,0.9827586206896551,1.0344827586206897,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,5.711309523809524,2.855654761904762,65.95833333333333,51.95833333333333,2.050213675213675,1.1758578431372548,40.95833333333333,11.958333333333329,1
44,35580ECB011,2023-12-15,2023,12,50,15,4,金曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,361.0,361.0,60.16666666666666,60.16666666666666,344.55,57.425,0.0522420548541576,0.9522420548541576,0.96,2.39,1.1999999999999995,0.16999999999999993,3.86,59.0,56.0,アイシン精機（株）,4.0,75.8,30.0,30.0,99.85,390.0,半田工場,0.14,8.ファイナル後半,60.16666666666666,2.0,4.288888888888889,4.0535911854798155,2.96,2.907757945145842,15.041666666666664,30.08333333333333,8.423333333333332,61.0,61.0,16.0,31.0,9.0,0.0,-2.0,-2.0,29.0,-2.0,0.9672131147540983,0.9180327868852459,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,5.414285714285714,2.707142857142857,61.8,47.8,1.9435897435897436,1.1147058823529412,36.8,7.799999999999997,1
47,35580ECB011,2023-12-18,2023,12,51,18,0,月曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,349.0,349.0,58.16666666666666,58.16666666666666,344.55,57.425,0.0522420548541576,0.9522420548541576,2.99,0.2999999999999998,1.4,0.21999999999999972,2.02,65.0,61.0,アイシン精機（株）,4.0,76.26086956521739,65.0,56.0,100.0,364.5,半田工場,0.14,8.ファイナル後半,61.0,2.0,2.2444444444444445,2.1213093768573126,1.12,1.0677579451458423,15.25,30.5,8.540000000000001,59.0,61.0,16.0,31.0,9.0,0.0,6.0,4.0,0.0,4.0,1.1016949152542372,1.0338983050847457,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,5.447204968944099,2.7236024844720497,62.26086956521739,48.26086956521739,1.955406911928651,1.1214833759590792,37.26086956521739,8.26086956521739,1
48,35580ECB011,2023-12-19,2023,12,51,19,1,火曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,344.0,344.0,57.33333333333334,57.33333333333334,344.55,57.425,0.0522420548541576,0.9522420548541576,0.99,0.25,1.505,0.21,2.08,58.0,59.0,アイシン精機（株）,4.0,84.25,86.0,59.0,100.0,390.0,半田工場,0.14,8.ファイナル後半,61.0,2.0,2.3111111111111113,2.184318566268916,1.1800000000000002,1.1277579451458424,15.25,30.5,8.540000000000001,58.0,61.0,16.0,31.0,9.0,0.0,0.0,-3.0,-28.0,-3.0,1.0,1.0172413793103448,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,6.017857142857143,3.0089285714285716,70.25,56.25,2.16025641025641,1.2389705882352942,45.25,16.25,1
49,35580ECB011,2023-12-20,2023,12,51,20,2,水曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,330.0,330.0,55.0,55.0,344.55,57.425,0.0522420548541576,0.9522420548541576,0.97,0.26,1.73,0.20500000000000007,2.4200000000000004,60.0,55.0,アイシン精機（株）,4.0,87.95833333333331,57.0,55.0,100.0,362.5,半田工場,0.14,8.ファイナル後半,61.0,2.0,2.688888888888889,2.5413706396013356,1.5200000000000005,1.4677579451458427,15.25,30.5,8.540000000000001,55.0,61.0,16.0,31.0,9.0,0.0,5.0,-1.0,3.0,-1.0,1.0909090909090908,1.0,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,6.282738095238094,3.141369047619047,73.95833333333331,59.958333333333314,2.25534188034188,1.293504901960784,48.958333333333314,19.958333333333314,1
50,35580ECB011,2023-12-21,2023,12,51,21,3,木曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,366.0,366.0,61.0,61.0,344.55,57.425,0.0522420548541576,0.9522420548541576,1.01,0.3599999999999999,3.5000000000000004,0.16000000000000014,4.5200000000000005,55.0,49.0,アイシン精機（株）,4.0,87.54166666666669,18.0,49.0,100.0,327.5,半田工場,0.14,8.ファイナル後半,61.0,2.0,5.022222222222223,4.746692269007452,3.6200000000000006,3.5677579451458428,15.25,30.5,8.540000000000001,61.0,61.0,16.0,31.0,9.0,0.0,-6.0,-6.0,37.0,-6.0,0.9016393442622951,0.8032786885245902,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,6.252976190476192,3.126488095238096,73.54166666666669,59.541666666666686,2.24465811965812,1.2873774509803924,48.541666666666686,19.541666666666686,1
51,35580ECB011,2023-12-22,2023,12,51,22,4,金曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,324.0,324.0,54.0,54.0,344.55,57.425,0.0522420548541576,0.9522420548541576,0.96,3.65,0.34000000000000075,0.15000000000000036,4.05,59.0,36.0,アイシン精機（株）,4.0,67.95833333333333,26.0,35.0,100.0,230.5,半田工場,0.14,8.ファイナル後半,61.0,2.0,4.5,4.2531202852832255,3.15,3.097757945145842,15.25,30.5,8.540000000000001,54.0,61.0,16.0,31.0,9.0,0.0,5.0,-2.0,33.0,-2.0,1.0925925925925926,0.6666666666666666,13.786,27.572,14.0,28.0,39.0,68.0,39.0,68.0,4.854166666666666,2.427083333333333,53.95833333333333,39.95833333333333,1.7425213675213673,0.9993872549019607,28.95833333333333,-0.041666666666671404,1
54,35580ECB011,2023-12-25,2023,12,52,25,0,月曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,345.0,345.0,57.5,57.5,344.55,57.425,0.0522420548541576,0.9522420548541576,2.96,0.5500000000000003,1.5799999999999996,0.17000000000000082,1.6999999999999995,50.0,60.0,アイシン精機（株）,4.0,38.958333333333336,34.0,63.0,100.0,421.0,半田工場,0.14,8.ファイナル後半,62.83333333333334,2.0,1.8888888888888884,1.7852603666620943,0.7999999999999995,0.7477579451458419,15.708333333333336,31.41666666666667,8.796666666666669,58.0,63.0,16.0,32.0,9.0,0.0,-8.0,-13.0,16.0,-13.0,0.8620689655172413,1.0344827586206897,14.238,28.476,15.0,29.0,40.0,70.0,40.0,70.0,2.5972222222222223,1.3433908045977012,23.958333333333336,9.958333333333336,0.9739583333333334,0.5565476190476191,-1.0416666666666643,-31.041666666666664,1
55,35580ECB011,2023-12-26,2023,12,52,26,1,火曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,377.0,377.0,62.83333333333334,62.83333333333334,344.55,57.425,0.0522420548541576,0.9522420548541576,0.97,0.5700000000000001,0.99,,,41.0,66.0,アイシン精機（株）,4.0,58.29166666666666,89.0,66.0,100.0,423.0,半田工場,0.14,8.ファイナル後半,62.83333333333334,2.0,,,,,15.708333333333336,31.41666666666667,8.796666666666669,63.0,63.0,16.0,32.0,9.0,0.0,-22.0,-22.0,-48.0,-22.0,0.6507936507936508,1.0476190476190477,14.238,28.476,15.0,29.0,40.0,70.0,40.0,70.0,3.8861111111111106,2.0100574712643673,43.29166666666666,29.291666666666657,1.4572916666666664,0.832738095238095,18.291666666666657,-11.708333333333343,1
56,35580ECB011,2023-12-27,2023,12,52,27,2,水曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,356.0,356.0,59.33333333333334,59.33333333333334,344.55,57.425,0.0522420548541576,0.9522420548541576,0.96,0.3500000000000001,1.105,10.25,12.04,64.0,15.0,アイシン精機（株）,4.0,76.29166666666667,90.0,66.0,100.0,415.0,半田工場,0.14,8.ファイナル後半,62.83333333333334,2.0,13.377777777777776,12.643844008595071,11.139999999999999,11.087757945145842,15.708333333333336,31.41666666666667,8.796666666666669,60.0,63.0,16.0,32.0,9.0,0.0,4.0,1.0,-26.0,1.0,1.0666666666666667,0.25,14.238,28.476,15.0,29.0,40.0,70.0,40.0,70.0,5.086111111111111,2.630747126436782,61.29166666666667,47.29166666666667,1.9072916666666668,1.0898809523809525,36.29166666666667,6.291666666666671,1
57,35580ECB011,2023-12-28,2023,12,52,28,3,木曜日,"ACTUATOR ASSY, SHIFT CONTROL",アイシン精機（株）,手配,半田工場,1Y,安城第１工場,1.0,4.0,8.04,10.68,TP-342 ｾﾝﾖｳ,0.9,3.0,6.0,350.0,350.0,58.33333333333334,58.33333333333334,344.55,57.425,0.0522420548541576,0.9522420548541576,1.02,0.24,,,12.02,29.0,0.0,アイシン精機（株）,2.0,77.58333333333333,45.0,61.0,100.0,384.5,半田工場,0.14,8.ファイナル後半,62.83333333333334,2.0,13.355555555555554,12.62284094545787,11.12,11.067757945145843,15.708333333333336,31.41666666666667,8.796666666666669,59.0,63.0,16.0,32.0,9.0,2.0,-30.0,-34.0,-16.0,-34.0,0.4915254237288136,0.0,14.238,28.476,15.0,29.0,40.0,70.0,40.0,70.0,5.172222222222222,2.675287356321839,62.58333333333333,48.58333333333333,1.9395833333333332,1.1083333333333332,37.58333333333333,7.583333333333329,1
60,1040052001Z,2023-12-01,2023,12,48,1,4,金曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,411.0,411.0,2.055,2.055,405.95,2.02975,1.4780145338095825,2.5480145338095825,0.8949999999999999,0.16000000000000006,1.6700000000000002,1.395,3.225,2.0,2.0,（株）青山製作所,2.0,2.4166666666666665,3.0,2.0,94.615,369.5,,0.08,2.MGケース,2.055,1.0,3.014018691588785,1.2656913676148638,2.1550000000000002,0.6769854661904176,0.3425,2.055,0.16440000000000002,3.0,3.0,1.0,3.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0,0.6666666666666666,0.6666666666666666,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.4166666666666665,0.8055555555555555,1.4166666666666665,-0.5833333333333335,0.8055555555555555,0.34523809523809523,-0.5833333333333335,-4.583333333333334,4
63,1040052001Z,2023-12-04,2023,12,49,4,0,月曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,417.0,417.0,2.085,2.085,405.95,2.02975,1.4780145338095825,2.5480145338095825,2.915,0.11499999999999976,1.9900000000000004,0.14499999999999955,4.64,3.0,2.0,（株）青山製作所,3.0,2.5416666666666665,2.0,2.0,96.84,378.5,,0.08,2.MGケース,2.115,1.0,4.336448598130841,1.8210257196071216,3.5699999999999994,2.091985466190417,0.35250000000000004,2.115,0.16920000000000002,3.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.5416666666666665,0.8472222222222222,1.5416666666666665,-0.4583333333333335,0.8472222222222222,0.3630952380952381,-0.4583333333333335,-4.458333333333334,4
64,1040052001Z,2023-12-05,2023,12,49,5,1,火曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,420.0,420.0,2.1,2.1,405.95,2.02975,1.4780145338095825,2.5480145338095825,0.93,0.31000000000000005,1.91,0.18999999999999995,2.41,1.0,3.0,（株）青山製作所,1.0,2.4166666666666665,2.0,2.0,99.01,386.0,,0.08,2.MGケース,2.115,1.0,2.2523364485981308,0.945834479364906,1.34,-0.1380145338095824,0.35250000000000004,2.115,0.16920000000000002,3.0,3.0,1.0,3.0,1.0,5.0,-2.0,-2.0,-1.0,-2.0,0.3333333333333333,1.0,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.4166666666666665,0.8055555555555555,1.4166666666666665,-0.5833333333333335,0.8055555555555555,0.34523809523809523,-0.5833333333333335,-4.583333333333334,4
65,1040052001Z,2023-12-06,2023,12,49,6,2,水曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,422.0,422.0,2.11,2.11,405.95,2.02975,1.4780145338095825,2.5480145338095825,0.92,0.1200000000000001,5.51,0.25,6.0600000000000005,3.0,2.0,（株）青山製作所,3.0,2.6666666666666665,2.0,2.0,99.455,388.5,,0.08,2.MGケース,2.115,1.0,5.663551401869159,2.3783223837972325,4.99,3.511985466190418,0.35250000000000004,2.115,0.16920000000000002,3.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.6666666666666665,0.8888888888888888,1.6666666666666665,-0.3333333333333335,0.8888888888888888,0.38095238095238093,-0.3333333333333335,-4.333333333333334,4
66,1040052001Z,2023-12-07,2023,12,49,7,3,木曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,423.0,423.0,2.115,2.115,405.95,2.02975,1.4780145338095825,2.5480145338095825,0.875,0.35,3.16,0.365,3.875,2.0,2.0,（株）青山製作所,2.0,2.833333333333333,2.0,2.0,43.725,130.0,,0.08,2.MGケース,2.115,1.0,3.6214953271028034,1.520791953335689,2.8049999999999997,1.3269854661904175,0.35250000000000004,2.115,0.16920000000000002,3.0,3.0,1.0,3.0,1.0,4.0,-1.0,-1.0,0.0,-1.0,0.6666666666666666,0.6666666666666666,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.833333333333333,0.9444444444444443,1.833333333333333,-0.16666666666666696,0.9444444444444443,0.4047619047619047,-0.16666666666666696,-4.166666666666667,4
67,1040052001Z,2023-12-08,2023,12,49,8,4,金曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,414.0,414.0,2.07,2.07,405.95,2.02975,1.4780145338095825,2.5480145338095825,0.8949999999999999,0.17500000000000004,5.1400000000000015,3.2099999999999995,8.525,2.0,2.0,（株）青山製作所,2.0,2.333333333333333,2.0,2.0,99.77,390.0,,0.08,2.MGケース,2.115,1.0,7.9672897196261685,3.345742297338516,7.455,5.976985466190418,0.35250000000000004,2.115,0.16920000000000002,3.0,3.0,1.0,3.0,1.0,4.0,-1.0,-1.0,0.0,-1.0,0.6666666666666666,0.6666666666666666,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.333333333333333,0.7777777777777777,1.333333333333333,-0.666666666666667,0.7777777777777777,0.3333333333333333,-0.666666666666667,-4.666666666666667,4
70,1040052001Z,2023-12-11,2023,12,50,11,0,月曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,391.0,391.0,1.955,1.955,405.95,2.02975,1.4780145338095825,2.5480145338095825,2.925,0.27,4.09,0.395,4.755,2.0,3.0,（株）青山製作所,2.0,2.2916666666666665,2.0,2.0,99.22,388.0,,0.08,2.MGケース,2.005,1.0,4.443925233644859,1.8661589001577292,3.6849999999999996,2.2069854661904174,0.33416666666666667,2.005,0.1604,2.0,3.0,1.0,3.0,1.0,4.0,0.0,-1.0,0.0,-1.0,1.0,1.5,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.2916666666666665,0.7638888888888888,1.2916666666666665,-0.7083333333333335,0.7638888888888888,0.3273809523809524,-0.7083333333333335,-4.708333333333334,4
71,1040052001Z,2023-12-12,2023,12,50,12,1,火曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,390.0,390.0,1.95,1.95,405.95,2.02975,1.4780145338095825,2.5480145338095825,0.91,0.39,6.604999999999999,0.3950000000000005,7.39,2.0,3.0,（株）青山製作所,2.0,2.5,2.0,3.0,99.85,390.0,,0.08,2.MGケース,2.005,1.0,6.906542056074765,2.900297428425998,6.319999999999999,4.841985466190417,0.33416666666666667,2.005,0.1604,2.0,3.0,1.0,3.0,1.0,4.0,0.0,-1.0,0.0,-1.0,1.0,1.5,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.5,0.8333333333333334,1.5,-0.5,0.8333333333333334,0.35714285714285715,-0.5,-4.5,4
72,1040052001Z,2023-12-13,2023,12,50,13,2,水曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,392.0,392.0,1.96,1.96,405.95,2.02975,1.4780145338095825,2.5480145338095825,0.8699999999999999,0.21,1.2300000000000002,0.6600000000000001,2.1,3.0,2.0,（株）青山製作所,3.0,2.125,2.0,2.0,99.92,361.5,,0.08,2.MGケース,2.005,1.0,1.9626168224299065,0.8241711230980509,1.03,-0.44801453380958245,0.33416666666666667,2.005,0.1604,2.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.5,1.0,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.125,0.7083333333333334,1.125,-0.875,0.7083333333333334,0.30357142857142855,-0.875,-4.875,4
73,1040052001Z,2023-12-14,2023,12,50,14,3,木曜日,"PLUG, W/HEAD STRAIGHT SCREW",（株）青山製作所,手配,,1Y,安城第１工場,1.0,6.0,5.76,6.27,TP-131 ﾊﾝﾖｳ,1.07,3.0,200.0,401.0,401.0,2.005,2.005,405.95,2.02975,1.4780145338095825,2.5480145338095825,0.95,0.1200000000000001,5.73,2.01,7.86,1.0,1.0,（株）青山製作所,1.0,2.375,2.0,2.0,99.605,389.0,,0.08,2.MGケース,2.005,1.0,7.345794392523365,3.084754775024133,6.79,5.311985466190418,0.33416666666666667,2.005,0.1604,3.0,3.0,1.0,3.0,1.0,5.0,-2.0,-2.0,-1.0,-2.0,0.3333333333333333,0.3333333333333333,0.3380000000000001,2.028,1.0,3.0,3.0,7.0,3.0,7.0,2.375,0.7916666666666666,1.375,-0.625,0.7916666666666666,0.3392857142857143,-0.625,-4.625,4
