="タイトル：かんばん手配品番一覧"

="ダウンロード日時：2023/07/12 13:19:02"

="手配担当工場：＜第１＞；手配担当整備室：＜第１工場＞；発注区分：＜かんばん＞；手配区分：＜仕入先手配：指定あり；仕入先直送：指定あり；仕入先支給：指定なし；他工場手配：指定なし；受給手配：指定なし；＞;品番上位桁：＜＞；仕入先ｺｰﾄﾞ：＜＞；"

="検索件数：＜  557＞；"
="IX000 処理が正常に完了しました；"

="品番",="加工図符号",="類別",="品名",="整備室",="整備室名",="手配区分",="工程内外製",="工程ｺｰﾄﾞ",="仕入先名/工場名",="発送場所",="発送場所名",="受給区分",="資材区分",="後工程内外製",="後工程ｺｰﾄﾞ",="後工程仕入先名/工場名",="受入場所",="受入場所名",="中継区分",="中継工場",="中継場所",="中継場所名","納入ｻｲｸﾙ.間隔","納入ｻｲｸﾙ.回数","納入ｻｲｸﾙ.情報","基準在庫.日数","基準在庫.枚数","MIN在庫日数","MAX在庫日数","便平均上限振れ率","便平均下限振れ率",="かんばん情報.仕入先",="かんばん情報.仕入先名",="かんばん情報.背番号",="かんばん情報.工場置場所",="かんばん情報.拠点置場所",="かんばん情報.品名略ｺｰﾄﾞ",="かんばん情報.品名略名",="かんばん情報.通箱ｺｰﾄﾞ",="かんばん情報.通箱名","かんばん情報.収容数",="かんばん情報.ｺﾝﾍﾞｱ区分",="かんばん情報.ﾌﾞﾛｯｸ区分",="かんばん情報.専用品区分",="かんばん情報.不良率","かんばん情報.保証率",="かんばん情報.設変符号",="かんばん情報.部品大別区分",="かんばん情報.部品大別名称",="かんばん情報.発注形態区分",="かんばん情報.発注形態名称",="かんばん情報.PLコード",="登録箱種",="縦(mm)",="横(mm)",="高(mm)",="容積(m3)",="総重量(Kg)",="パレタイズ発注",="箱数",="設定計画NO",="設定日",="設定担当部署コード",="担当部署名",="設定担当者コード",="担当者名"
="90159-06A023",="",="","SCREW, W/WASHER",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.52"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="017",="C3-1",="20384",="2386",="ｽｸﾘｭｰW/ﾜｯｼｬｰ",="014",="TP-331 ﾊﾝﾖｳ","   1300",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   9.670",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90341-14A004",="",="","PLUG, W/HEAD STRAIGHT SCREW",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.50"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="018",="R-6-2",="20371",="0521",="ﾌﾟﾗｸﾞｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-",="014",="TP-331 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="  11.330",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90341-18A024",="",="","PLUG, W/HEAD STRAIGHT SCREW",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.52"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="026",="R-2-1",="10374",="0526",="ﾌﾟﾗｸﾞS/AW/ﾍｯﾄﾞｽﾄﾚｰﾄｽｸﾘｭｰ",="012",="TP-131 ﾊﾝﾖｳ","    200",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   6.270",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90930-03179",="",="","PLUG, BREATHER",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.50"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="019",="F1-3",="20390",="0522",="ﾌﾟﾗｸﾞﾌﾞﾘ-ｻﾞ-",="014",="TP-331 ﾊﾝﾖｳ","    500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   9.180",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="91551-80614",="",="","BOLT, FLANGE",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.54"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="020",="M-MG-3",="20377",="1836",="ﾎﾞﾙﾄﾌﾗﾝｼﾞ",="014",="TP-331 ﾊﾝﾖｳ","   1500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="  10.130",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="91551-80640",="",="","BOLT, FLANGE",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.54"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="021",="M-MG-7",="20381",="1836",="ﾎﾞﾙﾄﾌﾗﾝｼﾞ",="014",="TP-331 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="  11.530",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="91611-40614",="",="","BOLT, W/WASHER",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.52"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="022",="M-MG-5",="20378",="1835",="ﾎﾞﾙﾄｳｲｽﾞﾜﾂｼﾔ",="014",="TP-331 ﾊﾝﾖｳ","   2500",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="  13.080",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="91671-80618",="",="","BOLT, FLANGE W/WASHER",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.53"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="023",="M-C-2-2",="20376",="1835","ﾎﾞﾙﾄ,ﾌﾗﾝｼﾞW/ﾜｯｼｬ",="014",="TP-331 ﾊﾝﾖｳ","   1000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   9.430",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1163-ECA010",="",="","BOLT, MOTOR STATOR YOKE",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.53"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="028",="",="",="1840","ﾎﾞﾙﾄ,ﾓｰﾀｰ ｽﾃｰﾀｰ ﾖｰｸ",="014",="TP-331 ﾊﾝﾖｳ","     70",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP331ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   7.690",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1163-ECB010",="",="","BOLT, MOTOR STATOR YOKE",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.54"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="024",="M-ST-5",="20365",="1840","ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ",="014",="TP-331 ﾊﾝﾖｳ","     80",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   7.438",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="G1163-ECE010",="",="","BOLT, MOTOR STATOR YOKE",="1Y",="第１工場",="手配",="Ｐ",="0024",="（株）青山製作所",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","06"," 5.76","  0.53"," 3.0","  0.95","  0.95","1.10","0.50",="006",="（株）青山製作所",="025",="M-ST-4",="20372",="1840","ﾎﾞﾙﾄ,ﾓｰﾀｰｽﾃｰﾀｰﾖｰｸ",="014",="TP-331 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   7.770",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35145-ECE020",="",="","PLATE, OIL",="1Y",="第１工場",="手配",="Ｐ",="0030",="（株）浅賀井製作所",="01",="安城工場",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","04"," 6.88","  0.65"," 3.0","  1.08","  1.08","1.10","0.50",="098",="（株）浅賀井製作所",="101",="M-MG-38",="10494",="9201",="ｵｲﾙﾌﾟﾚｰﾄ",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   1.200",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35174-ECA020",="",="","PLATE, OIL RESERVOIR LOCK",="1Y",="第１工場",="手配",="Ｐ",="0030",="（株）浅賀井製作所",="01",="安城工場",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","04"," 6.88","  0.66"," 3.0","  1.08","  1.08","1.10","0.50",="098",="（株）浅賀井製作所",="005",="",="",="0596",="ﾌﾟﾚｰﾄ ｵｲﾙ ﾘｻﾞｰﾊﾞｰ ﾛｯｸ",="016",="TP-332 ﾊﾝﾖｳ","     30",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP332ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   2.300",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35174-ECB010",="",="","PLATE, OIL RESERVOIR LOCK",="1Y",="第１工場",="手配",="Ｐ",="0030",="（株）浅賀井製作所",="01",="安城工場",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","04"," 6.88","  0.87"," 3.0","  1.08","  1.08","1.10","0.50",="098",="（株）浅賀井製作所",="001",="S-TA-2-21",="30391",="0596",="ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ",="016",="TP-332 ﾊﾝﾖｳ","     20",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   3.520",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35174-ECE010",="",="","PLATE, OIL RESERVOIR LOCK",="1Y",="第１工場",="手配",="Ｐ",="0030",="（株）浅賀井製作所",="01",="安城工場",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","04"," 6.88","  0.87"," 3.0","  1.08","  1.08","1.10","0.50",="098",="（株）浅賀井製作所",="003",="M-MG-40",="30392",="0596",="ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ",="016",="TP-332 ﾊﾝﾖｳ","     40",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   4.850",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35174-ECE020",="",="","PLATE, OIL RESERVOIR LOCK",="1Y",="第１工場",="手配",="Ｐ",="0030",="（株）浅賀井製作所",="01",="安城工場",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","04"," 6.88","  0.63"," 3.0","  1.08","  1.08","1.10","0.50",="098",="（株）浅賀井製作所",="004",="S-G-26",="20393",="0596",="ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ",="014",="TP-331 ﾊﾝﾖｳ","     90",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   1.795",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35312-ECB010",="",="","COVER, TRANSMISSION, OIL PUMP",="1Y",="第１工場",="手配",="Ｐ",="0038",="（株）旭工業所",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.90","  0.59"," 3.0","  1.04","  1.04","1.10","0.50",="007",="（株）旭工業所",="001",="S-G-29",="20359",="0374","ｶﾊﾞｰS/A,T/MO/P",="014",="TP-331 ﾊﾝﾖｳ","     63",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタアリ",=" 335.000",=" 335.000",=" 124.000",="   0.014",="   4.718",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="01912-ECB040",="",="","CAP, SHIPPING",="1Y",="第１工場",="手配",="Ｐ",="0155",="愛産樹脂工業（株）",="01",="本社工場",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 2.12","  0.25"," 3.0","  0.88","  0.88","1.10","0.50",="920",="愛産樹脂工業（株）",="901",="F1-5",="50491",="9998",="ｷｬｯﾌﾟｼｯﾋﾟﾝｸﾞ",="018",="TP-342 ﾊﾝﾖｳ","     50",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３４２フタナシ",=" 335.000",=" 503.000",=" 195.000",="   0.033",="   3.440",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="01912-8GA010",="",="","CAP, SHIPPING",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  1.07"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="001",="F1-4",="50460",="0274",="ｷﾔﾂﾌﾟｼﾂﾋﾟﾝｸﾞ",="018",="TP-342 ﾊﾝﾖｳ","     50",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP342ﾌﾀﾅｼ",=" 503.000",=" 335.000",=" 195.000",="   0.033",="   2.110",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="01912-ECB010",="",="","CAP, SHIPPING",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  0.85"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="002",="C1-4",="30464",="9998",="ｷｬｯﾌﾟｼｯﾋﾟﾝｸﾞ",="016",="TP-332 ﾊﾝﾖｳ","    300",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   3.210",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82821-CWA030",="",="","COVER, CONNECTOR",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  0.83"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="003",="C1-10",="30462",="0383",="ｶﾊﾞ-ｺﾈｸﾀ-",="016",="TP-332 ﾊﾝﾖｳ","    200",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   1.420",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82821-ECB010",="",="","COVER, CONNECTOR",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  0.83"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="004",="C1-5",="30463",="0383",="ｶﾊﾞ-ｺﾈｸﾀ-",="017",="TP-332 ｾﾝﾖｳ","    400",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   3.010",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82821-ECB020",="",="","COVER, CONNECTOR",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  0.87"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="005",="C1-6",="10458",="0383",="ｶﾊﾞ-ｺﾈｸﾀ-",="012",="TP-131 ﾊﾝﾖｳ","    200",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   3.010",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82821-ECB040",="",="","COVER, CONNECTOR",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  0.83"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="006",="C1-8",="50465",="0383",="ｶﾊﾞ-ｺﾈｸﾀ-",="019",="TP-342 ｾﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３４２フタナシ",=" 503.000",=" 335.000",=" 195.000",="   0.033",="   3.300",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82821-ECB050",="",="","COVER, CONNECTOR",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  0.83"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="007",="C1-11",="30466",="0383",="ｶﾊﾞ-ｺﾈｸﾀ-",="016",="TP-332 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   3.100",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82821-ECE010",="",="","COVER, CONNECTOR",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  1.07"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="010",="C1-9",="30467",="0383",="ｶﾊﾞ-ｺﾈｸﾀ-",="016",="TP-332 ﾊﾝﾖｳ","     50",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="TP332ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   3.100",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82821-XAE010",="",="","COVER, CONNECTOR",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  0.87"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="008",="C1-12",="10461",="0383",="ｶﾊﾞ-ｺﾈｸﾀ-",="012",="TP-131 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ１３１フタナシ",=" 335.000",=" 168.000",=" 103.000",="   0.006",="   0.370",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="82821-XAE020",="",="","COVER, CONNECTOR",="1Y",="第１工場",="手配",="Ｐ",="0208",="石黒ゴム工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","02"," 3.64","  0.81"," 3.0","  1.28","  1.28","1.10","0.50",="010",="石黒ゴム工業（株）",="009",="C1-8",="30457",="0383",="ｶﾊﾞ-ｺﾈｸﾀ-",="016",="TP-332 ﾊﾝﾖｳ","    400",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３２フタナシ",=" 335.000",=" 335.000",=" 195.000",="   0.022",="   1.420",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="2030 045 013L",="",="",="GASKET",="1Y",="第１工場",="手配",="Ｐ",="0226",="伊藤金属工業（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.96","  0.53"," 3.0","  1.05","  1.05","1.10","0.50",="002",="伊藤金属工業（株）",="001",="M-ST-1",="20442",="0450",="ｶﾞｽｹﾂﾄ",="014",="TP-331 ﾊﾝﾖｳ","   2000",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 103.000",="   0.012",="   4.700",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="36108-ECB010",="",="","SHAFT SUB-ASSY, OIL PUMP DRIVE",="1Y",="第１工場",="手配",="Ｐ",="0810",="（株）オーハシテクニカ",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.97","  0.64"," 3.0","  1.05","  1.05","1.10","0.50",="091",="（株）オーハシテクニカ",="001",="M-MG-24",="30122",="0941","ｼﾔﾌﾄ,O/Pﾄﾞﾗｲﾌﾞ",="056",="TP-331-5 ﾊﾝﾖｳ","    150",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１．５フタナシ",=" 335.000",=" 335.000",=" 149.000",="   0.017",="   6.850",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35501-ECA020",="",="","ROD SUB-ASSY, PARKING LOCK",="1Y",="第１工場",="手配",="Ｐ",="0816",="大橋鉄工（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.38","  0.78"," 3.0","  0.99","  0.99","1.10","0.50",="012",="大橋鉄工（株）",="003",="",="",="1905","ﾛｯﾄﾞS/A,ﾊﾟｰｷﾝｸﾞ ﾛｯｸ",="014",="TP-331 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP331ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 100.000",="   0.011",="   7.010",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="35501-ECB010",="",="","ROD SUB-ASSY, PARKING LOCK",="1Y",="第１工場",="手配",="Ｐ",="0816",="大橋鉄工（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.38","  0.60"," 3.0","  0.99","  0.99","1.10","0.50",="012",="大橋鉄工（株）",="001",="R-8-2",="20469",="1905","ﾛｯﾄﾞS/A,ﾊﾟｰｷﾝｸﾞﾛｯｸ",="014",="TP-331 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="08",="専用",="01",="後補充",="",="ＴＰ３３１フタナシ",=" 335.000",=" 335.000",=" 100.000",="   0.011",="   5.837",="しない",="",="MASTER01",="2023/06/19",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
="90341-20A009",="",="","PLUG, W/HEAD STRAIGHT SCREW",="1Y",="第１工場",="手配",="Ｐ",="0816",="大橋鉄工（株）",="01",="",="――",="――",="Ｍ",="01",="第１",="1Y",="安城第１工場",="直接",="",="",="","1","01"," 1.38","  0.78"," 3.0","  0.99","  0.99","1.10","0.50",="012",="大橋鉄工（株）",="002",="",="",="0521",="ﾌﾟﾗｸﾞ ｳｲｽﾞﾍﾂﾄﾞｽﾄﾚ-ﾄｽｸﾘﾕ-",="014",="TP-331 ﾊﾝﾖｳ","    100",="",="",="",="00"," 0.5",="",="",="",="",="",="",="TP331ﾌﾀﾅｼ",=" 335.000",=" 335.000",=" 100.000",="   0.011",="   6.810",="しない",="",="MASTER01",="2023/04/25",="NE00",="１工工務Ｇ",="42678",="藤井　織花"
