,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,A,B,C,収容数,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収回収LT）,仕入先名,回収かんばん数,日量数（箱数）,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX,時間稼働率,加工数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,使用工程,納入かんばん数,納入数/日量数,入庫数/納入数,出庫数/入庫数,回収数/出庫数,回収数/納入数,便Ave
326,36108ECB010    ,2023,38,3.0,13.0,12.0,0.64,1.0224672170956774,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.29,0.2599999999999998,1.79,0.5999999999999996,2.6000000000000005,（株）オーハシテクニカ,13.0,12.486666666666666,4.062500000000001,2.542868814303222,0.8089436813409052,0.0,0.21551811333988177,99.905,450.0,0.0,0.6774193548387102,0.0,2.MGケース,13.0,1.0411105178857447,1.0,0.9230769230769231,1.0833333333333333,1.0,12.486666666666666
327,36108ECB010    ,2023,39,3.0,13.0,11.0,0.64,1.0224672170956774,1.0,ＴＰ３３１．５フタナシ,1.0,1.0,1.97,150.0,1.2999999999999998,0.2999999999999998,1.1800000000000006,0.5500000000000007,2.58,（株）オーハシテクニカ,13.0,13.106666666666666,4.03125,2.5233082849624275,0.7706772711859183,0.0,0.20643133704951458,99.955,464.0,0.0,-0.007692307692307887,0.0,2.MGケース,13.0,0.9918616480162767,1.0,0.8461538461538461,1.1818181818181819,1.0,13.106666666666666
328,39171ECB010    ,2023,39,11.0,26.0,27.0,0.62,0.7423895094706168,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,0.8900000000000001,0.009999999999999787,0.4499999999999997,0.10999999999999988,0.57,（株）アイシン福井,111.0,98.875,0.9193548387096774,0.7677910217325884,1.291120854291632,,1.0623233714991203,99.955,464.0,0.0,0.0,0.0,,125.0,1.2642225031605563,0.208,1.0384615384615385,4.111111111111111,0.888,4.119791666666667
329,39171ECE010    ,2023,39,21.0,28.0,27.0,0.63,0.7491151446398185,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20.0,0.835,0.010000000000000007,0.8199999999999998,0.11000000000000032,1.0199999999999998,（株）アイシン福井,112.0,99.65000000000002,1.6190476190476186,1.361606433000931,2.445697271203564,,1.8134275599308587,99.955,464.0,0.0,0.0,0.0,,126.0,1.2644254892122426,0.2222222222222222,0.9642857142857143,4.148148148148148,0.8888888888888888,4.1520833333333345
332,41310ECB010    ,2023,36,55.0,978.0,924.0,0.69,0.7001991257892181,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,1.02,0.46,0.22,0.09000000000000008,0.79,（株）オンド,979.0,1033.5,1.1449275362318843,1.1282504803323832,0.4257377842283503,0.05,0.17714749755494066,99.89500000000001,480.0,-0.1970802919708029,-0.10227272727272707,2.599264705882353,1.デフ・大物ギヤ・Brg,897.0,0.8679245283018868,1.0903010033444815,0.9447852760736196,1.0595238095238095,1.0914158305462653,258.375
333,41310ECB010    ,2023,37,47.0,876.0,905.0,0.69,0.7001991257892181,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,1.0,0.29000000000000004,0.16999999999999993,0.08000000000000007,0.73,（株）オンド,804.0,968.5,1.0579710144927537,1.042560570433721,0.38822922044398556,0.05,0.16154631904488592,99.44,462.0,-0.1454545454545455,-0.07594936708860767,-0.17875383043922366,1.デフ・大物ギヤ・Brg,872.0,0.9003613835828601,1.0045871559633028,1.0331050228310503,0.8883977900552487,0.9220183486238532,242.125
334,41310ECB010    ,2023,38,57.5,802.0,862.0,0.69,0.7001991257892181,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,1.0099999999999998,0.23,0.31000000000000005,0.10000000000000007,0.7600000000000002,（株）オンド,876.0,936.5,1.1014492753623193,1.0854055253830523,0.49119060331019754,0.05,0.2043055598107028,99.905,450.0,0.22340425531914887,0.04109589041095929,0.08955223880597019,1.デフ・大物ギヤ・Brg,869.0,0.9279231179925254,0.9228998849252014,1.0748129675810474,1.0162412993039442,1.0080552359033372,234.125
335,41310ECB010    ,2023,39,82.5,916.0,916.0,0.69,0.7001991257892181,2.0,サンボックス＃２４Ａフタアリ,1.0,4.0,4.0,2.0,1.01,0.3899999999999999,0.3600000000000001,0.09000000000000008,0.8899999999999999,（株）オンド,957.0,983.0,1.289855072463768,1.271066996830153,0.671414038657172,0.05,0.279120361718099,99.955,464.0,0.4347826086956521,0.1710526315789469,0.09246575342465757,1.デフ・大物ギヤ・Brg,960.0,0.9766022380467956,0.9541666666666667,1.0,1.044759825327511,0.996875,245.75
338,41310ECE010    ,2023,36,136.0,1175.0,1202.0,0.7,0.7119115144639818,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,1.02,0.5699999999999998,0.51,0.08999999999999986,1.15,（株）オンド,1270.0,1330.0,1.6428571428571428,1.6153692932834036,0.8180451127819549,0.05,0.3401547320397625,99.89500000000001,480.0,-0.13375796178343946,-0.09090909090909105,2.489010989010989,1.デフ・大物ギヤ・Brg,1148.0,0.8631578947368421,1.0235191637630663,1.0229787234042553,1.0565723793677204,1.1062717770034842,332.5
339,41310ECE010    ,2023,37,152.5,1148.0,1150.0,0.7,0.7119115144639818,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,0.995,0.51,0.5399999999999999,0.08999999999999986,1.18,（株）オンド,988.0,1246.0,1.6857142857142857,1.6575093618038403,0.9791332263242376,0.05,0.4069063255661762,99.44,462.0,0.12132352941176472,0.026086956521739202,-0.22204724409448817,1.デフ・大物ギヤ・Brg,1107.0,0.8884430176565008,1.037037037037037,1.0017421602787457,0.8591304347826086,0.8925022583559169,311.5
340,41310ECE010    ,2023,38,145.0,1047.0,1123.0,0.7,0.7119115144639818,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,1.0099999999999998,0.30999999999999983,0.6700000000000004,0.10000000000000052,1.23,（株）オンド,1148.0,1226.5,1.7571428571428573,1.7277428093379015,0.9457806767223808,0.05,0.3930649456982245,99.905,450.0,-0.049180327868852514,0.04237288135593231,0.16194331983805665,1.デフ・大物ギヤ・Brg,1117.0,0.9107215654300856,0.937332139659803,1.072588347659981,1.0222617987533393,1.0277529095792302,306.625
341,41310ECE010    ,2023,39,132.0,1097.0,1150.0,0.7,0.7119115144639818,3.0,ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ,1.0,4.0,4.0,2.0,1.01,0.5349999999999996,0.44,0.09999999999999963,1.3000000000000005,（株）オンド,1206.0,1243.0,1.8571428571428579,1.8260696358855875,0.8495575221238938,0.05,0.35317767564764624,99.955,464.0,-0.08965517241379306,0.05691056910569148,0.05052264808362361,1.デフ・大物ギヤ・Brg,1195.0,0.9613837489943685,0.9179916317991632,1.048313582497721,1.048695652173913,1.0092050209205021,310.75
344,5040056001E    ,2023,36,5.0,32.0,29.0,0.58,1.038960660514813,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.83,0.2599999999999998,0.7899999999999998,0.7549999999999999,1.8250000000000002,サトープレス工業（株）,34.0,34.45,3.1465517241379315,1.7565631398360153,0.5220787085861064,0.0,0.13625991020929906,99.89500000000001,480.0,-0.375,-0.18161434977578472,2.090909090909091,3.ギヤサブ・共通部品,32.0,0.9288824383164005,1.0,0.90625,1.1724137931034482,1.0625,34.45
345,5040056001E    ,2023,37,5.0,32.0,30.0,0.58,1.038960660514813,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.84,0.18999999999999995,0.7150000000000003,0.73,1.7950000000000002,サトープレス工業（株）,30.0,32.28333333333334,3.0948275862068972,1.727688129318163,0.5571175480885295,0.0,0.14511842985984294,99.44,462.0,0.0,-0.016438356164383605,-0.11764705882352944,3.ギヤサブ・共通部品,33.0,1.022199277232834,0.9696969696969697,0.9375,1.0,0.9090909090909091,32.28333333333334
346,5040056001E    ,2023,38,5.0,32.0,26.0,0.58,1.038960660514813,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.82,0.18000000000000016,0.56,0.8599999999999994,1.8000000000000005,サトープレス工業（株）,35.0,31.21666666666667,3.10344827586207,1.7325006310711386,0.5761541327535942,0.0,0.14990861211485532,99.905,450.0,0.0,0.002785515320334442,0.16666666666666674,3.ギヤサブ・共通部品,32.0,1.0250934329951948,1.0,0.8125,1.3461538461538463,1.09375,31.21666666666667
347,5040056001E    ,2023,39,6.0,32.0,30.0,0.58,1.038960660514813,3.0,AW131ﾌﾀﾅｼ,1.0,1.0,1.78,300.0,1.83,0.16999999999999993,0.8500000000000001,0.4900000000000002,1.87,サトープレス工業（株）,31.0,32.766666666666666,3.224137931034483,1.7998756556127937,0.6586795670279646,0.0,0.17111723795360265,99.955,464.0,0.19999999999999996,0.03888888888888875,-0.11428571428571432,3.ギヤサブ・共通部品,35.0,1.0681586978636826,0.9142857142857143,0.9375,1.0333333333333334,0.8857142857142857,32.766666666666666
350,82125ECB010    ,2023,36,5.0,16.0,20.0,0.58,0.8349781447304516,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.85,0.2,1.8999999999999997,0.3300000000000001,3.1499999999999995,矢崎総業（株）,21.0,20.67,5.43103448275862,3.7725538325519707,0.8670124312242387,0.0,0.22152797882793998,99.89500000000001,480.0,-0.2857142857142857,0.8208092485549128,3.2,2.MGケース,16.0,0.7740686985970004,1.0,1.25,1.05,1.3125,20.67
351,82125ECB010    ,2023,37,3.0,20.0,18.0,0.58,0.8349781447304516,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.85,0.20999999999999996,0.7450000000000001,0.5349999999999999,1.62,矢崎総業（株）,20.0,19.37,2.7931034482758625,1.9401705424552997,0.5551207109986065,0.0,0.1435844960285304,99.44,462.0,-0.4,-0.48571428571428554,-0.04761904761904767,2.MGケース,20.0,1.0325245224574082,1.0,0.9,1.1111111111111112,1.0,19.37
352,82125ECB010    ,2023,38,3.0,20.0,17.0,0.58,0.8349781447304516,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.84,0.20999999999999952,0.79,0.5300000000000002,1.5499999999999998,矢崎総業（株）,19.0,18.73,2.672413793103448,1.8563360128430333,0.5740890641774163,0.0,0.14821703017080254,99.905,450.0,0.0,-0.04320987654321007,-0.050000000000000044,2.MGケース,20.0,1.0678056593699947,1.0,0.85,1.1176470588235294,0.95,18.73
353,82125ECB010    ,2023,39,3.0,15.0,18.0,0.58,0.8349781447304516,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.85,0.2200000000000002,0.865,0.4950000000000001,1.8000000000000003,矢崎総業（株）,20.0,19.66,3.10344827586207,2.1557450471725557,0.5469322569706516,0.0,0.1415766678070959,99.955,464.0,0.0,0.16129032258064546,0.05263157894736836,2.MGケース,20.0,1.017293997965412,0.75,1.2,1.1111111111111112,1.0,19.66
356,82125ECE010    ,2023,36,8.0,24.0,23.0,0.58,0.7785252410663641,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.85,0.22000000000000008,1.7650000000000001,0.135,2.285,矢崎総業（株）,26.0,26.599999999999998,3.9396551724137936,2.93503650166844,1.0779637265206026,0.0,0.27578633493277505,99.89500000000001,480.0,-0.11111111111111116,-0.010822510822510734,2.7142857142857144,4.TA・カバー・メイン,24.0,0.9022556390977444,1.0,0.9583333333333334,1.1304347826086956,1.0833333333333333,26.599999999999998
357,82125ECE010    ,2023,37,7.0,26.0,24.0,0.58,0.7785252410663641,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.85,0.18999999999999995,0.6799999999999997,0.2250000000000003,1.25,矢崎総業（株）,26.0,24.92,2.1551724137931036,1.6055998367989277,1.0068060086182593,0.0,0.25761049476376663,99.44,462.0,-0.125,-0.4529540481400438,0.0,4.TA・カバー・メイン,26.0,1.043338683788122,1.0,0.9230769230769231,1.0833333333333333,1.0,24.92
358,82125ECE010    ,2023,38,6.0,24.0,23.0,0.58,0.7785252410663641,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.84,0.18999999999999995,1.345,0.3500000000000001,1.935,矢崎総業（株）,24.0,24.53,3.3362068965517246,2.48546854736474,0.8766969565465154,0.0,0.22528275556964944,99.905,450.0,-0.1428571428571429,0.548,-0.07692307692307687,4.TA・カバー・メイン,24.0,0.9783938035059111,1.0,0.9583333333333334,1.0434782608695652,1.0,24.53
359,82125ECE010    ,2023,39,5.0,20.0,23.0,0.58,0.7785252410663641,1.0,ＴＰ３３２フタアリ,1.0,1.0,1.79,100.0,1.85,0.2200000000000002,1.155,0.3200000000000003,1.7599999999999998,矢崎総業（株）,24.0,24.860000000000003,3.0344827586206895,2.2606845702128897,0.7208828219390593,0.0,0.18640105286735503,99.955,464.0,-0.16666666666666663,-0.0904392764857882,0.0,4.TA・カバー・メイン,25.0,1.0056315366049877,0.8,1.15,1.0434782608695652,0.96,24.860000000000003
362,82821CWA030    ,2023,36,10.0,21.0,22.0,0.83,1.106448697501329,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.85,0.30999999999999983,3.76,0.3500000000000005,4.79,石黒ゴム工業（株）,23.0,23.634999999999998,5.771084337349398,4.329165925918808,1.8237126412465439,0.29,0.6746289687173526,99.89500000000001,480.0,-0.23076923076923073,0.27393617021276606,2.2857142857142856,8.ファイナル後半,21.0,0.8885127988153163,1.0,1.0476190476190477,1.0454545454545454,1.0952380952380953,11.817499999999999
363,82821CWA030    ,2023,37,9.0,21.0,20.0,0.83,1.106448697501329,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.85,0.25,2.6300000000000003,0.33999999999999986,3.85,石黒ゴム工業（株）,23.0,22.130000000000003,4.63855421686747,3.4796010051748247,1.7529644576717511,0.29,0.6463444269155648,99.44,462.0,-0.09999999999999998,-0.1962421711899791,0.0,8.ファイナル後半,23.0,1.0393131495707184,0.9130434782608695,0.9523809523809523,1.15,1.0,11.065000000000001
364,82821CWA030    ,2023,38,10.0,20.0,20.0,0.83,1.106448697501329,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.85,0.31999999999999995,3.3600000000000003,0.29000000000000004,4.0600000000000005,石黒ゴム工業（株）,22.0,21.624999999999996,4.891566265060241,3.6693974236389066,1.9932230416583618,0.29,0.7200993312222788,99.905,450.0,0.11111111111111116,0.054545454545454675,-0.04347826086956519,8.ファイナル後半,22.0,1.017341040462428,0.9090909090909091,1.0,1.1,1.0,10.812499999999998
365,82821CWA030    ,2023,39,11.0,21.0,20.0,0.83,1.106448697501329,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,200.0,1.85,0.3400000000000003,2.8449999999999998,0.2799999999999998,3.9800000000000004,石黒ゴム工業（株）,22.0,22.26,4.795180722891567,3.5970940261287803,2.129999690181863,0.29,0.7653238876442789,99.955,464.0,0.10000000000000009,-0.019704433497536922,0.0,8.ファイナル後半,24.0,1.0781671159029649,0.875,0.9523809523809523,1.1,0.9166666666666666,11.13
368,82821ECB010    ,2023,36,5.0,11.0,10.0,0.83,1.382779844796428,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,2.56,0.29999999999999993,3.915,0.7450000000000001,5.25,石黒ゴム工業（株）,12.0,11.817499999999999,6.325301204819278,3.796699828795163,1.8237126412465439,0.29,0.6007205541227059,99.89500000000001,480.0,-0.375,1.741514360313316,2.0,8.ファイナル後半,11.0,0.9308229320922362,1.0,0.9090909090909091,1.2,1.0909090909090908,5.9087499999999995
369,82821ECB010    ,2023,37,5.0,10.0,10.0,0.83,1.382779844796428,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.85,0.26,2.38,0.75,3.96,石黒ゴム工業（株）,11.0,11.0725,4.771084337349397,2.8637964422912088,1.9464189783636061,0.29,0.6221773386416268,99.44,462.0,0.0,-0.24571428571428577,-0.08333333333333337,8.ファイナル後半,12.0,1.0837660871528563,0.8333333333333334,1.0,1.1,0.9166666666666666,5.53625
370,82821ECB010    ,2023,38,5.0,10.0,11.0,0.83,1.382779844796428,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,1.85,0.31999999999999984,3.71,0.6800000000000006,4.56,石黒ゴム工業（株）,11.0,10.815,5.493975903614458,3.297704994153513,1.9927622873722637,0.29,0.6296426474431933,99.905,450.0,0.0,0.15151515151515138,0.0,8.ファイナル後半,11.0,1.0171058714748036,0.9090909090909091,1.1,1.0,1.0,5.4075
371,82821ECB010    ,2023,39,6.0,11.0,10.0,0.83,1.382779844796428,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,400.0,2.565,0.26,2.34,0.8349999999999995,4.59,石黒ゴム工業（株）,10.0,11.13,5.530120481927711,3.319400421746628,2.323636025652941,0.29,0.7104681300306358,99.955,464.0,0.19999999999999996,0.006578947368421018,-0.09090909090909094,8.ファイナル後半,12.0,1.0781671159029649,0.9166666666666666,0.9090909090909091,1.0,0.8333333333333334,5.565
374,82821ECB020    ,2023,36,11.0,22.0,21.0,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.85,0.30999999999999983,3.1450000000000005,0.5249999999999999,4.85,石黒ゴム工業（株）,24.0,23.634999999999998,5.57471264367816,4.2306722217637285,2.0060839053711983,0.29,0.7330726573210425,99.89500000000001,480.0,-0.08333333333333337,0.16446578631452557,3.0,8.ファイナル後半,21.0,0.8885127988153163,1.0476190476190477,0.9545454545454546,1.1428571428571428,1.1428571428571428,11.817499999999999
375,82821ECB020    ,2023,37,10.0,21.0,20.0,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.85,0.2400000000000002,2.8649999999999998,0.4950000000000001,4.369999999999999,石黒ゴム工業（株）,22.0,22.145,5.022988505747126,3.8119665173417507,1.9464189783636061,0.29,0.7079060158006415,99.44,462.0,-0.09090909090909094,-0.09896907216494855,-0.08333333333333337,8.ファイナル後半,23.0,1.0386091668548205,0.9130434782608695,0.9523809523809523,1.1,0.9565217391304348,11.0725
376,82821ECB020    ,2023,38,10.0,19.0,20.0,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.85,0.30999999999999994,3.0949999999999998,0.5449999999999999,4.619999999999999,石黒ゴム工業（株）,22.0,21.63,5.310344827586206,4.03004240506153,1.9927622873722637,0.29,0.7199806435430143,99.905,450.0,0.0,0.05720823798626995,0.0,8.ファイナル後半,23.0,1.0633379565418402,0.8260869565217391,1.0526315789473684,1.1,0.9565217391304348,10.815
377,82821ECB020    ,2023,39,12.0,22.0,20.0,0.87,1.146389922398214,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.64,200.0,1.85,0.3799999999999999,3.07,0.5099999999999998,4.300000000000002,石黒ゴム工業（株）,23.0,22.26,4.942528735632186,3.7509052687802145,2.323636025652941,0.29,0.8238003598680641,99.955,464.0,0.19999999999999996,-0.0692640692640688,0.045454545454545414,8.ファイナル後半,22.0,0.9883198562443845,1.0,0.9090909090909091,1.15,1.0454545454545454,11.13
380,82821ECB040    ,2023,36,4.0,18.0,18.0,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.85,0.30500000000000005,0.935,0.5150000000000001,2.3,石黒ゴム工業（株）,20.0,20.67,2.7710843373493974,2.119858368733689,0.8341257527984918,0.29,0.3277983018599631,99.89500000000001,480.0,-0.33333333333333337,-0.16211293260473603,2.3333333333333335,8.ファイナル後半,18.0,0.8708272859216255,1.0,1.0,1.1111111111111112,1.1111111111111112,10.335
381,82821ECB040    ,2023,37,4.0,18.0,18.0,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.85,0.26,1.0550000000000002,0.4549999999999996,1.755,石黒ゴム工業（株）,20.0,19.37,2.1144578313253013,1.6175441030989672,0.8901073469460414,0.29,0.34651213262708846,99.44,462.0,0.0,-0.2369565217391304,0.0,8.ファイナル後半,20.0,1.0325245224574082,0.9,1.0,1.1111111111111112,1.0,9.685
382,82821ECB040    ,2023,38,4.0,16.0,17.0,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.85,0.31999999999999984,1.1100000000000003,0.3999999999999999,2.0,石黒ゴム工業（株）,19.0,18.73,2.4096385542168677,1.8433551032466864,0.9205221201465469,0.29,0.35644199923816977,99.905,450.0,0.0,0.13960113960113962,-0.050000000000000044,8.ファイナル後半,19.0,1.014415376401495,0.8421052631578947,1.0625,1.1176470588235294,1.0,9.365
383,82821ECB040    ,2023,39,5.0,18.0,18.0,0.83,1.0849781447304516,1.0,ＴＰ３４２フタナシ,1.0,2.0,3.64,100.0,1.85,0.3599999999999999,1.2400000000000002,0.3799999999999999,2.0300000000000002,石黒ゴム工業（株）,20.0,19.66,2.4457831325301207,1.871005429795387,1.0962219805661766,0.29,0.41984270745470603,99.955,464.0,0.25,0.015000000000000124,0.05263157894736836,8.ファイナル後半,20.0,1.017293997965412,0.9,1.0,1.1111111111111112,1.0,9.83
386,82821ECB050    ,2023,36,19.0,42.0,44.0,0.83,0.9682243487506644,1.0,ＴＰ３３２フタナシ,1.0,2.0,3.64,100.0,1.85,0.30999999999999983,2.6,0.1900000000000004,3.34,石黒ゴム工業（株）,47.0,47.27000000000001,4.024096385542169,3.449613722594071,1.732527009184216,0.29,0.6851531316783688,99.89500000000001,480.0,-0.13636363636363635,0.0915032679738561,2.6153846153846154,8.ファイナル後半,42.0,0.8885127988153161,1.0,1.0476190476190477,1.0681818181818181,1.119047619047619,23.635000000000005
