品番,加工図符号,類別,品名,整備室,整備室名,手配区分,工程内外製,工程ｺｰﾄﾞ,仕入先名/工場名,発送場所,発送場所名,受給区分,資材区分,後工程内外製,後工程ｺｰﾄﾞ,後工程仕入先名/工場名,受入場所,受入場所名,中継区分,中継工場,中継場所,中継場所名,納入ｻｲｸﾙ間隔,納入ｻｲｸﾙ回数,納入ｻｲｸﾙ情報,基準在庫日数,基準在庫枚数,MIN在庫日数,MAX在庫日数,便平均上限振れ率,便平均下限振れ率,かんばん情報.仕入先,かんばん情報.仕入先名,かんばん情報.背番号,かんばん情報.工場置場所,かんばん情報.拠点置場所,かんばん情報.品名略ｺｰﾄﾞ,かんばん情報.品名略名,かんばん情報.通箱ｺｰﾄﾞ,かんばん情報.通箱名,かんばん情報収容数,かんばん情報.ｺﾝﾍﾞｱ区分,かんばん情報.ﾌﾞﾛｯｸ区分,かんばん情報.専用品区分,かんばん情報.不良率,かんばん情報.保証率,かんばん情報.設変符号,かんばん情報.部品大別区分,かんばん情報.部品大別名称,かんばん情報.発注形態区分,かんばん情報.発注形態名称,かんばん情報.PLコード,登録箱種,縦(mm),横(mm),高(mm),容積(m3),総重量(Kg),パレタイズ発注,箱数,設定計画NO,設定日,設定担当部署コード,担当部署名,設定担当者コード,担当者名
33490-ECB010,33490ECB010,,"COOLER ASSY, OIL",1Y,第１工場,手配,Ｐ,1042,マレリ（株）,4,澁澤倉庫,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.92,1.02,3,1.23,1.23,1.1,0.5,207,マレリ（株）,1,I1-7,30439,9000,ｵｲﾙｸｰﾗｰASSY,16,TP-332 ﾊﾝﾖｳ,4,,,,0,0.5,,8,専用,1,後補充,,TP331.5ﾌﾀｱﾘ,335,335,165,0.019,0.019,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
33490-ECE010,33490ECE010,,"COOLER ASSY, OIL",1Y,第１工場,手配,Ｐ,1042,マレリ（株）,4,澁澤倉庫,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,3.92,1.02,3,1.23,1.23,1.1,0.5,207,マレリ（株）,2,I1-8,30440,9000,ｵｲﾙｸｰﾗｰASSY,16,TP-332 ﾊﾝﾖｳ,4,,,,0,0.5,,8,専用,1,後補充,,TP331.5ﾌﾀｱﾘ,335,335,165,0.019,0.019,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
34989-ECA040,34989ECA040,,LABEL,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.33,0.88,3,1.09,1.09,1.1,0.5,135,（株）槌屋,8,,,7390,ﾗﾍﾞﾙ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,,,,,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
34989-ECB010,34989ECB010,,LABEL,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.33,0.88,3,1.09,1.09,1.1,0.5,135,（株）槌屋,1,C1-14,10394,7390,ﾗﾍﾞﾙ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
34989-ECB020,34989ECB020,,LABEL,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.33,0.88,3,1.09,1.09,1.1,0.5,135,（株）槌屋,2,C1-20,10397,7390,ﾗﾍﾞﾙ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
34989-ECB030,34989ECB030,,LABEL,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.33,0.88,3,1.09,1.09,1.1,0.5,135,（株）槌屋,3,C1-21,10398,7390,ﾗﾍﾞﾙ,12,TP-131 ﾊﾝﾖｳ,1000,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1.5,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
34989-ECC010,34989ECC010,,LABEL,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.33,0.88,3,1.09,1.09,1.1,0.5,135,（株）槌屋,4,C1-13,10399,7390,ﾗﾍﾞﾙ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
34989-ECE010,34989ECE010,,LABEL,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.33,0.88,3,1.09,1.09,1.1,0.5,135,（株）槌屋,5,C1-15,10395,7390,ﾗﾍﾞﾙ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
34989-ECE020,34989ECE020,,LABEL,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.33,0.88,3,1.09,1.09,1.1,0.5,135,（株）槌屋,6,C1-16,10396,7390,ﾗﾍﾞﾙ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
34989-ECE030,34989ECE030,,LABEL,1Y,第１工場,手配,Ｐ,3407,（株）槌屋,1,知立工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.33,0.88,3,1.09,1.09,1.1,0.5,135,（株）槌屋,7,C1-24,10505,7390,ﾗﾍﾞﾙ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1,しない,,20221101,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35125-ECA010,35125ECA010,,"TUBE, TRANSMISSION OIL PAN",1Y,第１工場,手配,Ｐ,9407,（株）ニフコ,1,名古屋事業所,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,2.14,0.86,3,1.07,1.07,1.1,0.5,71,（株）ニフコ,3,,,451,ｵｲﾙﾊﾟﾝ,12,TP-131 ﾊﾝﾖｳ,350,,,,0,0.5,,,,,,,TP331ﾌﾀﾅｼ,335,168,103,0.006,1.5,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35141-ECA020,35141ECA020,,"CASE, TRANSAXLE",1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,24,19.68,0.62,3,0.83,0.83,1.1,0.5,28,（株）アイシン福井,5,,,641,ｹ-ｽT/A,3,Aﾊﾟﾚ ﾊﾝﾖｳ,6,,,,0,0.5,,,,,,,Aﾊﾟﾚﾌﾀﾅｼ,800,1000,850,0.68,72,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35141-ECB010,35141ECB010,,"CASE, TRANSAXLE",1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,24,19.68,0.62,3,0.83,0.83,1.1,0.5,28,（株）アイシン福井,1,S-CA-5,98004,641,ｹ-ｽT/A,3,Aﾊﾟﾚ ﾊﾝﾖｳ,16,,,,0,0.5,,8,専用,1,後補充,,Aﾊﾟﾚﾌﾀﾅｼ,800,1000,850,0.68,164.536,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35141-ECD020,35141ECD020,,"(CA), TRANSAXLE CASE",1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,1,本社工場（大和高速分）,――,――,Ｐ,2041,（株）アイシン福井,1,本社工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,69,アイシン軽金属（株）,1,CHOKUSOU,,641,ｹ-ｽ T/A,3,Aﾊﾟﾚ ﾊﾝﾖｳ,20,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35141-ECD020,35141ECD020,,"(CA), TRANSAXLE CASE",1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,9,サンエツ福井,――,――,Ｐ,2041,（株）アイシン福井,1,本社工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,69,アイシン軽金属（株）,1,CHOKUSOU,,641,ｹ-ｽ T/A,3,Aﾊﾟﾚ ﾊﾝﾖｳ,20,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35141-ECD030,35141ECD030,,"(CA), TRANSAXLE CASE",1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,1,本社工場（大和高速分）,――,――,Ｐ,2041,（株）アイシン福井,1,本社工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,69,アイシン軽金属（株）,2,CHOKUSOU,,641,ｹ-ｽ T/A,3,Aﾊﾟﾚ ﾊﾝﾖｳ,36,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35141-ECD030,35141ECD030,,"(CA), TRANSAXLE CASE",1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,9,サンエツ福井,――,――,Ｐ,2041,（株）アイシン福井,1,本社工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,69,アイシン軽金属（株）,2,CHOKUSOU,,641,ｹ-ｽ T/A,3,Aﾊﾟﾚ ﾊﾝﾖｳ,36,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35141-ECD040,35141ECD040,,"(CA), TRANSAXLE CASE",1Y,第１工場,直送,Ｐ,5,アイシン軽金属（株）,1,本社工場（大和高速分）,――,――,Ｐ,2041,（株）アイシン福井,1,本社工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,69,アイシン軽金属（株）,5,CHOKUSOU,,641,ｹ-ｽ T/A,3,Aﾊﾟﾚ ﾊﾝﾖｳ,15,,,,0,0.5,,,,,,,,800,850,680,0.462,178,しない,,MASTER01,2023/1/17,NE00,１工工務Ｇ,46548,長畑　玲奈
35141-ECE010,35141ECE010,,"CASE, TRANSAXLE",1Y,第１工場,手配,Ｐ,2041,（株）アイシン福井,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,24,19.68,0.63,3,0.84,0.84,1.1,0.5,28,（株）アイシン福井,3,S-CA-7,98006,641,ｹ-ｽT/A,3,Aﾊﾟﾚ ﾊﾝﾖｳ,20,,,,0,0.5,,8,専用,1,後補充,,Aﾊﾟﾚﾌﾀﾅｼ,800,1000,850,0.68,165.78,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35145-ECA010,35145ECA010,,"PLATE, OIL",1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.74,0.82,3,1.03,1.03,1.1,0.5,73,三共鋼業（株）,9,,,615,ﾌﾟﾚｰﾄ ｵｲﾙ,51,AW-131 ｾﾝﾖｳ,150,,,,0,0.5,,,,,,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1.7,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35145-ECA020,35145ECA020,,"PLATE, OIL",1Y,第１工場,手配,Ｐ,2020,サトープレス工業（株）,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.78,0.82,3,1.03,1.03,1.1,0.5,25,サトープレス工業（株）,13,,,615,ﾌﾟﾚｰﾄ ｵｲﾙ ｶﾞｲﾄﾞ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,,,,,,AW131ﾌﾀﾅｼ,165,335,105,0.006,4.63,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35145-ECB010,35145ECB010,,"PLATE, OIL",1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.74,0.82,3,1.03,1.03,1.1,0.5,73,三共鋼業（株）,1,M-MG-17,10447,9201,ｵｲﾙﾌﾟﾚｰﾄ,51,AW-131 ｾﾝﾖｳ,100,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,4.63,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35145-ECE010,35145ECE010,,"PLATE, OIL",1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.74,0.82,3,1.03,1.03,1.1,0.5,73,三共鋼業（株）,2,M-MG-42,10449,9201,ｵｲﾙﾌﾟﾚｰﾄ,51,AW-131 ｾﾝﾖｳ,100,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,3.61,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35145-ECE020,35145ECE020,,"PLATE, OIL",1Y,第１工場,手配,Ｐ,30,（株）浅賀井製作所,1,安城工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,4,6.88,0.87,3,1.08,1.08,1.1,0.5,98,（株）浅賀井製作所,101,M-MG-38,10494,9201,ｵｲﾙﾌﾟﾚｰﾄ,12,TP-131 ﾊﾝﾖｳ,100,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,1.2,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
35165-ECE010,35165ECE010,,"PLATE, TRANSMISSION CASE",1Y,第１工場,手配,Ｐ,6065,（株）松尾製作所,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.21,0.77,3,0.98,0.98,1.1,0.5,191,（株）松尾製作所,102,M-MG-39,10492,614,ﾌﾟﾚ-ﾄ T/M ｹ-ｽ,12,TP-131 ﾊﾝﾖｳ,200,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,1.53,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35174-ECA020,35174ECA020,,"PLATE, OIL RESERVOIR LOCK",1Y,第１工場,手配,Ｐ,30,（株）浅賀井製作所,1,安城工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,4,6.88,0.66,3,1.08,1.08,1.1,0.5,98,（株）浅賀井製作所,5,,,596,ﾌﾟﾚｰﾄ ｵｲﾙ ﾘｻﾞｰﾊﾞｰ ﾛｯｸ,16,TP-332 ﾊﾝﾖｳ,30,,,,0,0.5,,,,,,,TP332ﾌﾀﾅｼ,335,335,195,0.022,2.3,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35174-ECB010,35174ECB010,,"PLATE, OIL RESERVOIR LOCK",1Y,第１工場,手配,Ｐ,30,（株）浅賀井製作所,1,安城工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,4,6.88,0.87,3,1.08,1.08,1.1,0.5,98,（株）浅賀井製作所,1,S-TA-2-21,30391,596,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ,16,TP-332 ﾊﾝﾖｳ,20,,,,0,0.5,,8,専用,1,後補充,,TP332ﾌﾀﾅｼ,335,335,195,0.022,3.52,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35174-ECE010,35174ECE010,,"PLATE, OIL RESERVOIR LOCK",1Y,第１工場,手配,Ｐ,30,（株）浅賀井製作所,1,安城工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,4,6.88,0.87,3,1.08,1.08,1.1,0.5,98,（株）浅賀井製作所,3,M-MG-40,30392,596,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ,16,TP-332 ﾊﾝﾖｳ,40,,,,0,0.5,,8,専用,1,後補充,,TP332ﾌﾀﾅｼ,335,335,195,0.022,4.85,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35174-ECE020,35174ECE020,,"PLATE, OIL RESERVOIR LOCK",1Y,第１工場,手配,Ｐ,30,（株）浅賀井製作所,1,安城工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,4,6.88,0.87,3,1.08,1.08,1.1,0.5,98,（株）浅賀井製作所,4,S-G-26,20393,596,ﾌﾟﾚｰﾄｵｲﾙﾘｻﾞｰﾊﾞｰﾛｯｸ,14,TP-331 ﾊﾝﾖｳ,90,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,103,0.012,1.795,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35195-10A010,3519510A010,,"CLAMP, TRANSAXLE APPLY TUBE, NO.1",1Y,第１工場,手配,Ｐ,3236,中庸スプリング（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,2,2.34,0.81,3,1.02,1.02,1.1,0.5,38,中庸スプリング（株）,1,S-TA-2-11,10479,567,ｸﾗﾝﾌﾟT/AｱﾌﾟﾗｲﾁｭｰﾌﾞNO.1,51,AW-131 ｾﾝﾖｳ,600,,,,0,0.5,,8,専用,1,後補充,,AW131ﾌﾀﾅｼ,165,335,105,0.006,3.7,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35195-ECE010,35195ECE010,,"CLAMP, TUBE",1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.74,0.82,3,1.03,1.03,1.1,0.5,73,三共鋼業（株）,3,S-TA-2-13,10450,561,ｸﾗﾝﾌﾟﾁﾕ-ﾌﾞ,12,TP-131 ﾊﾝﾖｳ,400,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,3.44,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35195-TFG010,35195TFG010,,"CLAMP, TRANSAXLE APPLY TUBE, NO.1",1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.74,0.82,3,1.03,1.03,1.1,0.5,73,三共鋼業（株）,4,M-MG-30,10448,567,ｸﾗﾝﾌﾟT/AｱﾌﾟﾗｲﾁｭｰﾌﾞNO.1,12,TP-131 ﾊﾝﾖｳ,400,,,,0,0.5,,8,専用,1,後補充,,TP131ﾌﾀﾅｼ,335,168,103,0.006,3.88,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35198-ECE010,35198ECE010,,"BRACKET, WIRE HARNESS CLAMP",1Y,第１工場,手配,Ｐ,2020,サトープレス工業（株）,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.78,0.82,3,1.03,1.03,1.1,0.5,25,サトープレス工業（株）,7,M-ST-6,20434,19,ﾌﾞﾗｹｯﾄﾜｲﾔｰﾊｰﾈｽｸﾗﾝﾌﾟ,53,AW-331 ｾﾝﾖｳ,200,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀﾅｼ,335,335,105,0.012,5.28,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35257-ECA010,35257ECA010,,"PLATE, OIL GUIDE",1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.74,0.82,3,1.03,1.03,1.1,0.5,73,三共鋼業（株）,8,,,615,ﾌﾟﾚｰﾄ ｵｲﾙ ｶﾞｲﾄﾞ,14,TP-331 ﾊﾝﾖｳ,100,,,,0,0.5,,,,,,,TP131ﾌﾀﾅｼ,335,335,103,0.012,3.6,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35285-ECA010,35285ECA010,,"CLAMP, SOLENOID",1Y,第１工場,手配,Ｐ,2036,三共鋼業（株）,1,東浦南工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.74,0.82,3,1.03,1.03,1.1,0.5,73,三共鋼業（株）,6,,,563,ｸﾗﾝﾌﾟ ｿﾚﾉｲﾄﾞ,12,TP-131 ﾊﾝﾖｳ,500,,,,0,0.5,,,,,,,TP131ﾌﾀﾅｼ,335,168,103,0.006,2.5,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35288-ECB020,35288ECB020,,"DAMPER, RUBBER",1Y,第１工場,直送,Ｐ,4228,日昌（株）,1,名古屋支店,――,――,Ｐ,2017,佐藤工業（株）,1,,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,806,日東電工（株）,1,CHOKUSOU,,9210,"ﾀﾞﾝﾊﾟ,ﾗﾊﾞｰ",61,TP-341 ｾﾝﾖｳ,120,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35288-ECB020,35288ECB020,,"DAMPER, RUBBER",1Y,第１工場,直送,Ｐ,4228,日昌（株）,1,名古屋支店,――,――,Ｐ,2017,佐藤工業（株）,3,藤塗装,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,806,日東電工（株）,1,CHOKUSOU,,9210,"ﾀﾞﾝﾊﾟ,ﾗﾊﾞｰ",61,TP-341 ｾﾝﾖｳ,120,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35288-ECE010,35288ECE010,,"DAMPER, RUBBER",1Y,第１工場,直送,Ｐ,4228,日昌（株）,1,名古屋支店,――,――,Ｐ,2017,佐藤工業（株）,1,,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,806,日東電工（株）,2,CHOKUSOU,,9210,"ﾀﾞﾝﾊﾟ,ﾗﾊﾞｰ",14,TP-331 ﾊﾝﾖｳ,30,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35288-ECE010,35288ECE010,,"DAMPER, RUBBER",1Y,第１工場,直送,Ｐ,4228,日昌（株）,1,名古屋支店,――,――,Ｐ,2017,佐藤工業（株）,3,藤塗装,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,806,日東電工（株）,2,CHOKUSOU,,9210,"ﾀﾞﾝﾊﾟ,ﾗﾊﾞｰ",14,TP-331 ﾊﾝﾖｳ,30,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35300-ECB010,35300ECB010,,"PUMP ASSY, OIL W/MOTOR",1Y,第１工場,手配,Ｐ,1,アイシン精機（株）,12,半田工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,4,8.04,0.91,3,1.12,1.12,1.1,0.5,1,アイシン精機（株）,1,M-MG-22,40428,69,ﾃﾞﾝﾄﾞｳｵｲﾙﾎﾟﾝﾌﾟ,60,TP-341 ﾊﾝﾖｳ,12,,,,0,0.5,,8,専用,1,後補充,,TP341ﾌﾀﾅｼ,335,503,103,0.017,6.97,しない,,MASTER01,2023/4/27,NE00,１工工務Ｇ,42678,藤井　織花
35312-ECB010,35312ECB010,,"COVER, TRANSMISSION, OIL PUMP",1Y,第１工場,手配,Ｐ,38,（株）旭工業所,1,本社工場,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.9,0.83,3,1.04,1.04,1.1,0.5,7,（株）旭工業所,1,S-G-29,20359,374,"ｶﾊﾞｰS/A,T/MO/P",14,TP-331 ﾊﾝﾖｳ,63,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀｱﾘ,335,335,124,0.014,4.718,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
35312-ECF010,35312ECF010,,"(CA), TRANSMISSION OIL PUMP COVER",1Y,第１工場,直送,Ｐ,3008,ダイキャスト東和産業（株）,1,,――,――,Ｐ,38,（株）旭工業所,1,本社工場,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,32,ダイキャスト東和産業（株）,1,CHOKUSOU,,9187,"(CA),T/M OIL PUMP COVER",1,ﾎﾟﾘﾊﾞｺ ﾊﾝﾖｳ,200,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35312-ECF010,35312ECF010,,"(CA), TRANSMISSION OIL PUMP COVER",1Y,第１工場,直送,Ｐ,3008,ダイキャスト東和産業（株）,1,,――,――,Ｐ,38,（株）旭工業所,2,丸共通運,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,32,ダイキャスト東和産業（株）,1,CHOKUSOU,,9187,"(CA),T/M OIL PUMP COVER",1,ﾎﾟﾘﾊﾞｺ ﾊﾝﾖｳ,200,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35351-ECB010,35351ECB010,,"ROTOR, TRANSMISSION OIL PUMP DRIVE",1Y,第１工場,直送,Ｐ,1821,五興商事（株）,1,,――,――,Ｐ,810,（株）オーハシテクニカ,1,,直接,,,,1,1,1,1.25,3,1.25,1.25,1.1,0.5,82,五興商事（株）,2,CHOKUSOU,,1106,"ﾛｰﾀｰ,T/M O/P ﾄﾞﾗｲﾌﾞ",14,TP-331 ﾊﾝﾖｳ,704,,,,0,0.5,,,,,,,,0,0,0,0,0,しない,,MASTER01,2022/1/27,NE00,１工工務Ｇ,39091,佐竹　良太
35352-ECB010,35352ECB010,,"ROTOR, TRANSMISSION OIL PUMP DRIVEN",1Y,第１工場,手配,Ｐ,1821,五興商事（株）,1,,――,――,Ｍ,1,第１,1Y,安城第１工場,直接,,,,1,1,1.97,0.84,3,1.05,1.05,1.1,0.5,82,五興商事（株）,1,M-MG-20,20444,1107,"ﾛｰﾀｰ,T/MO/Pﾄﾞﾘﾌﾞﾝ",14,TP-331 ﾊﾝﾖｳ,504,,,,0,0.5,,8,専用,1,後補充,,TP331ﾌﾀｱﾘ,335,335,124,0.014,9.96,しない,,MASTER01,2023/4/25,NE00,１工工務Ｇ,42678,藤井　織花
