品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(木),2(金),3(土),4(日),5(月),6(火),7(水),8(木),9(金),10(土),11(日),12(月),13(火),14(水),15(木),16(金),17(土),18(日),19(月),20(火),21(水),22(木),23(金),24(土),25(日),26(月),27(火),28(水),29(木),30(金),,当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(木),2(金),3(土),4(日),5(月),6(火),7(水),8(木),9(金),10(土),11(日),12(月),13(火),14(水),15(木),16(金),17(土),18(日),19(月),20(火),21(水),22(木),23(金),24(土),25(日),26(月),27(火),28(水),29(木),30(金)
90301-06A018,9030106A018,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"2,000",0.56,3,1,2,3.52,,,,,"112,621",22,"110,321",21,"90,097",18,"108,469",21,"4,864","5,004",0,0,"4,867","5,408","4,850","5,433","4,860",0,0,"5,440","4,910","5,466","4,903","5,024",0,0,"4,916","5,487","5,062","5,476","4,707",0,0,"5,017","5,451","5,013","5,468","4,995",,"112,621","110,321","90,097","108,469","4,864","5,004",0,0,"4,867","5,408","4,850","5,433","4,860",0,0,"5,440","4,910","5,466","4,903","5,024",0,0,"4,916","5,487","5,062","5,476","4,707",0,0,"5,017","5,451","5,013","5,468","4,995"
90301-11A014,9030111A014,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.56,3,1,2,3.52,,,,,"106,070",22,"104,590",21,"84,875",18,"101,030",21,"4,595","4,725",0,0,"4,595","5,140","4,600","5,145","4,590",0,0,"5,135","4,600","5,145","4,595","4,735",0,0,"4,600","5,145","4,730","5,135","4,395",0,0,"4,730","5,145","4,725","5,140","4,725",,"106,070","104,590","84,875","101,030","4,595","4,725",0,0,"4,595","5,140","4,600","5,145","4,590",0,0,"5,135","4,600","5,145","4,595","4,735",0,0,"4,600","5,145","4,730","5,135","4,395",0,0,"4,730","5,145","4,725","5,140","4,725"
90301-15A011,9030115A011,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.56,3,1,2,3.52,,,,,"23,918",22,"24,070",21,"19,152",18,"21,982",21,"1,046","1,074",0,0,"1,044","1,192","1,060","1,180","1,044",0,0,"1,166","1,020","1,158","1,020","1,070",0,0,"1,016","1,144","1,040","1,142",964,0,0,"1,070","1,168","1,068","1,152","1,080",,"23,918","24,070","19,152","21,982","1,046","1,074",0,0,"1,044","1,192","1,060","1,180","1,044",0,0,"1,166","1,020","1,158","1,020","1,070",0,0,"1,016","1,144","1,040","1,142",964,0,0,"1,070","1,168","1,068","1,152","1,080"
90301-17A010,9030117A010,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.54,3,1,2,3.52,,,,,"30,469",22,"29,801",21,"24,374",18,"29,421",21,"1,315","1,353",0,0,"1,316","1,460","1,310","1,468","1,314",0,0,"1,471","1,330","1,479","1,328","1,359",0,0,"1,332","1,486","1,372","1,483","1,276",0,0,"1,357","1,474","1,356","1,480","1,350",,"30,469","29,801","24,374","29,421","1,315","1,353",0,0,"1,316","1,460","1,310","1,468","1,314",0,0,"1,471","1,330","1,479","1,328","1,359",0,0,"1,332","1,486","1,372","1,483","1,276",0,0,"1,357","1,474","1,356","1,480","1,350"
90301-19A010,9030119A010,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.58,3,1,2,3.52,,,,,"23,918",22,"24,070",21,"19,152",18,"21,982",21,"1,046","1,074",0,0,"1,044","1,192","1,060","1,180","1,044",0,0,"1,166","1,020","1,158","1,020","1,070",0,0,"1,016","1,144","1,040","1,142",964,0,0,"1,070","1,168","1,068","1,152","1,080",,"23,918","24,070","19,152","21,982","1,046","1,074",0,0,"1,044","1,192","1,060","1,180","1,044",0,0,"1,166","1,020","1,158","1,020","1,070",0,0,"1,016","1,144","1,040","1,142",964,0,0,"1,070","1,168","1,068","1,152","1,080"
90301-19A011,9030119A011,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,200,0.54,3,1,2,3.52,,,,,"18,510",22,"17,766",21,"14,798",18,"18,430",21,792,816,0,0,794,864,780,878,792,0,0,888,820,900,818,824,0,0,824,914,852,912,794,0,0,822,890,822,904,810,,"18,510","17,766","14,798","18,430",792,816,0,0,794,864,780,878,792,0,0,888,820,900,818,824,0,0,824,914,852,912,794,0,0,822,890,822,904,810
90311-50A014,9031150A014,,"SEAL, TYPE T OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,B-24,84,0.54,3,1,2,3.52,,,,,"21,214",22,"20,918",21,"16,975",18,"20,206",21,919,945,0,0,919,"1,028",920,"1,029",918,0,0,"1,027",920,"1,029",919,947,0,0,920,"1,029",946,"1,027",879,0,0,946,"1,029",945,"1,028",945,,"21,214","20,918","16,975","20,206",919,945,0,0,919,"1,028",920,"1,029",918,0,0,"1,027",920,"1,029",919,947,0,0,920,"1,029",946,"1,027",879,0,0,946,"1,029",945,"1,028",945
90311-50A015,9031150A015,,"SEAL, TYPE T OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,1,,――,Ｍ,1,第１,1Y,安城第１工場,B-24,84,0.53,3,1,2,3.52,,,,,"21,214",22,"20,918",21,"16,975",18,"20,206",21,919,945,0,0,919,"1,028",920,"1,029",918,0,0,"1,027",920,"1,029",919,947,0,0,920,"1,029",946,"1,027",879,0,0,946,"1,029",945,"1,028",945,,"21,214","20,918","16,975","20,206",919,945,0,0,919,"1,028",920,"1,029",918,0,0,"1,027",920,"1,029",919,947,0,0,920,"1,029",946,"1,027",879,0,0,946,"1,029",945,"1,028",945
G1250-ECB010,G1250ECB010,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,1,豊田営業所,――,Ｍ,1,第１,1Y,安城第１工場,TP-332.5ｾﾝﾖｳ,60,0.87,3,1,2,6.2,,,,,"5,177",22,"4,794",21,"4,305",18,"5,704",21,222,234,0,0,229,252,222,259,228,0,0,240,224,240,223,219,0,0,232,258,240,258,223,0,0,228,246,231,247,222,,"5,177","4,794","4,305","5,704",222,234,0,0,229,252,222,259,228,0,0,240,224,240,223,219,0,0,232,258,240,258,223,0,0,228,246,231,247,222
G1250-ECC010,G1250ECC010,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,1,豊田営業所,――,Ｍ,1,第１,1Y,安城第１工場,TP-332.5ｾﾝﾖｳ,60,0.87,3,1,2,6.2,,,,,"4,078",22,"4,089",21,"3,094",18,"3,511",21,174,174,0,0,168,180,168,180,168,0,0,204,186,210,186,193,0,0,180,199,186,198,174,0,0,183,199,180,205,183,,"4,078","4,089","3,094","3,511",174,174,0,0,168,180,168,180,168,0,0,204,186,210,186,193,0,0,180,199,186,198,174,0,0,183,199,180,205,183
G1250-ECE010,G1250ECE010,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,1,豊田営業所,――,Ｍ,1,第１,1Y,安城第１工場,TP-332.5ｾﾝﾖｳ,60,0.88,3,1,2,6.2,,,,,"11,959",22,"12,035",21,"9,576",18,"10,991",21,523,537,0,0,522,596,530,590,522,0,0,583,510,579,510,535,0,0,508,572,520,571,482,0,0,535,584,534,576,540,,"11,959","12,035","9,576","10,991",523,537,0,0,522,596,530,590,522,0,0,583,510,579,510,535,0,0,508,572,520,571,482,0,0,535,584,534,576,540
90363-24A003,9036324A003,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,T-10 ﾊﾝﾖｳ,22,0.74,3,1,8,9,,,,,"9,255",22,"8,883",21,"7,399",18,"9,215",21,396,408,0,0,397,432,390,439,396,0,0,444,410,450,409,412,0,0,412,457,426,456,397,0,0,411,445,411,452,405,,"9,255","8,883","7,399","9,215",396,408,0,0,397,432,390,439,396,0,0,444,410,450,409,412,0,0,412,457,426,456,397,0,0,411,445,411,452,405
90363-24A004,9036324A004,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,T-10 ﾊﾝﾖｳ,30,0.74,3,1,8,9,,,,,"21,214",22,"20,918",21,"16,975",18,"20,206",21,919,945,0,0,919,"1,028",920,"1,029",918,0,0,"1,027",920,"1,029",919,947,0,0,920,"1,029",946,"1,027",879,0,0,946,"1,029",945,"1,028",945,,"21,214","20,918","16,975","20,206",919,945,0,0,919,"1,028",920,"1,029",918,0,0,"1,027",920,"1,029",919,947,0,0,920,"1,029",946,"1,027",879,0,0,946,"1,029",945,"1,028",945
90363-24A005,9036324A005,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,T-10 ｾﾝﾖｳ,22,0.74,3,1,8,9,,,,,"11,959",22,"12,035",21,"9,576",18,"10,991",21,523,537,0,0,522,596,530,590,522,0,0,583,510,579,510,535,0,0,508,572,520,571,482,0,0,535,584,534,576,540,,"11,959","12,035","9,576","10,991",523,537,0,0,522,596,530,590,522,0,0,583,510,579,510,535,0,0,508,572,520,571,482,0,0,535,584,534,576,540
90363-40085,9036340085,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,T-10 ｾﾝﾖｳ,80,0.76,3,1,8,9,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90363-40A010,9036340A010, A,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,2,三河分室,――,Ｍ,1,第１,1Y,安城第１工場,T-10 ｾﾝﾖｳ,80,0.76,3,1,8,9,,,,,"42,428",22,"41,836",21,"33,950",18,"40,412",21,"1,838","1,890",0,0,"1,838","2,056","1,840","2,058","1,836",0,0,"2,054","1,840","2,058","1,838","1,894",0,0,"1,840","2,058","1,892","2,054","1,758",0,0,"1,892","2,058","1,890","2,056","1,890",,"42,428","41,836","33,950","40,412","1,838","1,890",0,0,"1,838","2,056","1,840","2,058","1,836",0,0,"2,054","1,840","2,058","1,838","1,894",0,0,"1,840","2,058","1,892","2,054","1,758",0,0,"1,892","2,058","1,890","2,056","1,890"
35165-ECE010,35165ECE010, A,"PLATE, TRANSMISSION CASE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6065,（株）松尾製作所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,200,0.63,3,1,1,1.21,,,,,"11,959",22,"12,035",21,"9,576",18,"10,991",21,523,537,0,0,522,596,530,590,522,0,0,583,510,579,510,535,0,0,508,572,520,571,482,0,0,535,584,534,576,540,,"11,959","12,035","9,576","10,991",523,537,0,0,522,596,530,590,522,0,0,583,510,579,510,535,0,0,508,572,520,571,482,0,0,535,584,534,576,540
35394-50A010,3539450A010, A,"MAGNET, OIL CLEANER",使用中,かんばん,1Y,第１工場,手配,Ｐ,6095,ミズショー（株）,1,三河支店,――,Ｍ,1,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"2,000",0.71,3,1,1,1.88,,,,,"42,428",22,"41,836",21,"33,950",18,"40,412",21,"1,838","1,890",0,0,"1,838","2,056","1,840","2,058","1,836",0,0,"2,054","1,840","2,058","1,838","1,894",0,0,"1,840","2,058","1,892","2,054","1,758",0,0,"1,892","2,058","1,890","2,056","1,890",,"42,428","41,836","33,950","40,412","1,838","1,890",0,0,"1,838","2,056","1,840","2,058","1,836",0,0,"2,054","1,840","2,058","1,838","1,894",0,0,"1,840","2,058","1,892","2,054","1,758",0,0,"1,892","2,058","1,890","2,056","1,890"
90250-06027,9025006027, A,"PIN, STRAIGHT",使用中,かんばん,1Y,第１工場,手配,Ｐ,6103,（株）水野鉄工所,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"2,000",0.62,3,1,1,1.81,,,,,"21,214",22,"20,918",21,"16,975",18,"20,206",21,919,945,0,0,919,"1,028",920,"1,029",918,0,0,"1,027",920,"1,029",919,947,0,0,920,"1,029",946,"1,027",879,0,0,946,"1,029",945,"1,028",945,,"21,214","20,918","16,975","20,206",919,945,0,0,919,"1,028",920,"1,029",918,0,0,"1,027",920,"1,029",919,947,0,0,920,"1,029",946,"1,027",879,0,0,946,"1,029",945,"1,028",945
90201-50A002,9020150A002, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.71,3,1,1,0.73,,,,,"9,255",22,"8,883",21,"7,399",18,"9,215",21,396,408,0,0,397,432,390,439,396,0,0,444,410,450,409,412,0,0,412,457,426,456,397,0,0,411,445,411,452,405,,"9,255","8,883","7,399","9,215",396,408,0,0,397,432,390,439,396,0,0,444,410,450,409,412,0,0,412,457,426,456,397,0,0,411,445,411,452,405
90201-56A001,9020156A001, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.73,3,1,1,0.73,,,,,"9,255",22,"8,883",21,"7,399",18,"9,215",21,396,408,0,0,397,432,390,439,396,0,0,444,410,450,409,412,0,0,412,457,426,456,397,0,0,411,445,411,452,405,,"9,255","8,883","7,399","9,215",396,408,0,0,397,432,390,439,396,0,0,444,410,450,409,412,0,0,412,457,426,456,397,0,0,411,445,411,452,405
90201-56A002,9020156A002, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.71,3,1,1,0.73,,,,,"11,959",22,"12,035",21,"9,576",18,"10,991",21,523,537,0,0,522,596,530,590,522,0,0,583,510,579,510,535,0,0,508,572,520,571,482,0,0,535,584,534,576,540,,"11,959","12,035","9,576","10,991",523,537,0,0,522,596,530,590,522,0,0,583,510,579,510,535,0,0,508,572,520,571,482,0,0,535,584,534,576,540
90564-39A001,9056439A001,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-39A002,9056439A002,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-39A003,9056439A003,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-39A004,9056439A004,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"1,709",22,"1,709",21,"1,360",18,"1,561",21,75,77,0,0,75,85,76,84,75,0,0,83,73,83,73,76,0,0,73,82,74,82,69,0,0,76,83,76,82,77,,"1,698","1,708","1,359","1,560",74,76,0,0,74,84,75,83,74,0,0,82,72,82,72,75,0,0,72,81,73,81,68,0,0,75,82,75,81,76
90564-39A005,9056439A005,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"7,498",22,"7,534",21,"5,995",18,"6,881",21,328,337,0,0,327,374,332,370,327,0,0,365,320,363,320,335,0,0,319,359,326,358,302,0,0,335,366,335,361,339,,"7,486","7,533","5,994","6,880",327,336,0,0,326,373,331,369,326,0,0,364,319,362,319,334,0,0,318,358,325,357,301,0,0,334,365,334,360,338
90564-39A006,9056439A006,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"2,655",22,"2,660",21,"2,117",18,"2,430",21,116,119,0,0,116,132,118,131,116,0,0,129,113,128,113,119,0,0,113,127,115,127,107,0,0,119,130,119,128,120,,"2,642","2,659","2,116","2,429",115,118,0,0,115,131,117,130,115,0,0,128,112,127,112,118,0,0,112,126,114,126,106,0,0,118,129,118,127,119
90564-39A007,9056439A007,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,140,22,133,21,106,18,121,21,6,6,0,0,6,7,6,7,6,0,0,7,6,7,6,6,0,0,6,7,6,7,6,0,0,6,7,6,7,6,,131,132,105,120,5,5,0,0,5,6,5,6,5,0,0,6,5,6,5,5,0,0,5,6,5,6,5,0,0,5,6,5,6,5
90564-39A008,9056439A008,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-39A009,9056439A009,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A001,9056450A001,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A002,9056450A002,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"2,057",22,"1,964",21,"1,636",18,"2,037",21,88,91,0,0,88,96,87,98,88,0,0,99,91,100,91,92,0,0,92,101,95,101,88,0,0,91,99,91,100,90,,"2,045","1,963","1,635","2,036",87,90,0,0,87,95,86,97,87,0,0,98,90,99,90,91,0,0,91,100,94,100,87,0,0,90,98,90,99,89
90564-50A003,9056450A003,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"5,803",22,"5,561",21,"4,632",18,"5,769",21,248,256,0,0,249,271,245,275,248,0,0,278,257,282,257,258,0,0,258,287,267,286,249,0,0,258,279,258,283,254,,"5,793","5,560","4,631","5,768",247,255,0,0,248,270,244,274,247,0,0,277,256,281,256,257,0,0,257,286,266,285,248,0,0,257,278,257,282,253
90564-50A004,9056450A004,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,"1,426",22,"1,360",21,"1,133",18,"1,410",21,61,63,0,0,61,67,60,68,61,0,0,68,63,69,63,64,0,0,64,70,66,70,61,0,0,63,69,63,70,62,,"1,416","1,359","1,132","1,409",60,62,0,0,60,66,59,67,60,0,0,67,62,68,62,63,0,0,63,69,65,69,60,0,0,62,68,62,69,61
90564-50A005,9056450A005,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A006,9056450A006,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A007,9056450A007,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A008,9056450A008,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A009,9056450A009,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A066,9056451A066,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A067,9056451A067,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A068,9056451A068,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,1,,――,Ｍ,1,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,1,0.73,,,,,0,22,0,21,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
