品番,加工図符号,設変符号,品名,ステータス,発注区分,整備室,整備室名,手配区分,工程内外製,工程コード,仕入先名/工場名,発送場所,発送場所名,受給区分,後工程内外製,後工程コード,後工程仕入先名/工場名,受入場所,受入場所名,箱種類,収容数,基準在庫日数,基準在庫枚数,サイクル間隔,サイクル回数,サイクル情報,更新,更新者,最終更新日時,マイナス必要数有無,当月必要数,当月稼働日数,翌月必要数,翌月稼働日数,翌々月必要数,翌々月稼働日数,翌々々月必要数,翌々々月稼働日数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金),当月計算数,翌月計算数,翌々月計算数,翌々々月計算数,1(水),2(木),3(金),4(土),5(日),6(月),7(火),8(水),9(木),10(金),11(土),12(日),13(月),14(火),15(水),16(木),17(金),18(土),19(日),20(月),21(火),22(水),23(木),24(金),25(土),26(日),27(月),28(火),29(水),30(木),31(金)
90301-06A018,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"2,000",0.56,3,1,02,3.52,,,,,"113,960",23.0,"91,714",20.0,"98,356",18.0,"124,290",22.0,"4,939","4,950","4,960",0,0,"5,208","5,183","5,201","5,194","5,212",0,0,"4,870","4,888","4,888","4,924","4,888",0,0,"4,891","4,855","4,891","5,201","4,873",0,0,"4,765","4,765","4,801","5,123","4,490","113,960","91,714","98,356","124,290","4,939","4,950","4,960",0,0,"5,208","5,183","5,201","5,194","5,212",0,0,"4,870","4,888","4,888","4,924","4,888",0,0,"4,891","4,855","4,891","5,201","4,873",0,0,"4,765","4,765","4,801","5,123","4,490"
90301-11A014,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.56,3,1,02,3.52,,,,,"106,855",23.0,"88,130",20.0,"93,185",18.0,"115,650",22.0,"4,670","4,665","4,655",0,0,"4,635","4,630","4,630","4,625","4,625",0,0,"4,625","4,625","4,625","4,625","4,625",0,0,"4,625","4,625","4,625","4,945","4,625",0,0,"4,625","4,625","4,625","4,945","4,330","106,855","88,130","93,185","115,650","4,670","4,665","4,655",0,0,"4,635","4,630","4,630","4,625","4,625",0,0,"4,625","4,625","4,625","4,625","4,625",0,0,"4,625","4,625","4,625","4,945","4,625",0,0,"4,625","4,625","4,625","4,945","4,330"
90301-15A011,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.56,3,1,02,3.52,,,,,"23,758",23.0,"21,112",20.0,"21,402",18.0,"25,080",22.0,"1,066","1,054","1,038",0,0,854,866,854,854,842,0,0,"1,070","1,058","1,058","1,034","1,058",0,0,"1,056","1,080","1,056","1,148","1,068",0,0,"1,140","1,140","1,116","1,200","1,048","23,758","21,112","21,402","25,080","1,066","1,054","1,038",0,0,854,866,854,854,842,0,0,"1,070","1,058","1,058","1,034","1,058",0,0,"1,056","1,080","1,056","1,148","1,068",0,0,"1,140","1,140","1,116","1,200","1,048"
90301-17A010,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.54,3,1,02,3.52,,,,,"30,863",23.0,"24,696",20.0,"26,573",18.0,"33,720",22.0,"1,335","1,339","1,343",0,0,"1,427","1,419","1,425","1,423","1,429",0,0,"1,315","1,321","1,321","1,333","1,321",0,0,"1,322","1,310","1,322","1,404","1,316",0,0,"1,280","1,280","1,292","1,378","1,208","30,863","24,696","26,573","33,720","1,335","1,339","1,343",0,0,"1,427","1,419","1,425","1,423","1,429",0,0,"1,315","1,321","1,321","1,333","1,321",0,0,"1,322","1,310","1,322","1,404","1,316",0,0,"1,280","1,280","1,292","1,378","1,208"
90301-19A010,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"1,000",0.58,3,1,02,3.52,,,,,"23,758",23.0,"21,112",20.0,"21,402",18.0,"25,080",22.0,"1,066","1,054","1,038",0,0,854,866,854,854,842,0,0,"1,070","1,058","1,058","1,034","1,058",0,0,"1,056","1,080","1,056","1,148","1,068",0,0,"1,140","1,140","1,116","1,200","1,048","23,758","21,112","21,402","25,080","1,066","1,054","1,038",0,0,854,866,854,854,842,0,0,"1,070","1,058","1,058","1,034","1,058",0,0,"1,056","1,080","1,056","1,148","1,068",0,0,"1,140","1,140","1,116","1,200","1,048"
90301-19A011,,,"RING, O",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,200,0.54,3,1,02,3.52,,,,,"18,984",23.0,"14,140",20.0,"15,872",18.0,"21,180",22.0,802,812,824,0,0,"1,000",986,998,996,"1,008",0,0,780,792,792,816,792,0,0,794,770,794,830,782,0,0,710,710,734,778,684,"18,984","14,140","15,872","21,180",802,812,824,0,0,"1,000",986,998,996,"1,008",0,0,780,792,792,816,792,0,0,794,770,794,830,782,0,0,710,710,734,778,684
90311-50A014,,,"SEAL, TYPE T OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,B-24,84,0.54,3,1,02,3.52,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
90311-50A015,,,"SEAL, TYPE T OIL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4241,ＮＯＫ（株）,01,,――,Ｍ,01,第１,1Y,安城第１工場,B-24,84,0.53,3,1,02,3.52,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
G1250-ECB010,,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,01,豊田営業所,――,Ｍ,01,第１,1Y,安城第１工場,TP-332.5ｾﾝﾖｳ,60,0.87,3,1,02,6.2,,,,,"6,103",23.0,"3,851",20.0,"4,042",18.0,"6,056",22.0,261,261,267,0,0,331,331,331,330,336,0,0,252,252,252,264,258,0,0,247,241,253,259,253,0,0,229,223,229,239,204,"6,103","3,851","4,042","6,056",261,261,267,0,0,331,331,331,330,336,0,0,252,252,252,264,258,0,0,247,241,253,259,253,0,0,229,223,229,239,204
G1250-ECC010,,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,01,豊田営業所,――,Ｍ,01,第１,1Y,安城第１工場,TP-332.5ｾﾝﾖｳ,60,0.87,3,1,02,6.2,,,,,"3,389",23.0,"3,219",20.0,"3,894",18.0,"4,534",22.0,140,145,145,0,0,169,162,168,168,168,0,0,138,144,144,144,138,0,0,150,144,144,156,138,0,0,126,132,138,150,138,"3,389","3,219","3,894","4,534",140,145,145,0,0,169,162,168,168,168,0,0,138,144,144,144,138,0,0,150,144,144,156,138,0,0,126,132,138,150,138
G1250-ECE010,,,"PIPE ASSY, MOTOR COOLING, NO.1",使用中,かんばん,1Y,第１工場,手配,Ｐ,4267,（株）バルカー,01,豊田営業所,――,Ｍ,01,第１,1Y,安城第１工場,TP-332.5ｾﾝﾖｳ,60,0.88,3,1,02,6.2,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
90363-24A003,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,02,三河分室,――,Ｍ,01,第１,1Y,安城第１工場,T-10 ﾊﾝﾖｳ,22,0.74,3,1,08,9,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90363-24A004,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,02,三河分室,――,Ｍ,01,第１,1Y,安城第１工場,T-10 ﾊﾝﾖｳ,30,0.74,3,1,08,9,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
90363-24A005,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,02,三河分室,――,Ｍ,01,第１,1Y,安城第１工場,T-10 ｾﾝﾖｳ,22,0.48,0,1,08,9,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
90363-40085,,,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,02,三河分室,――,Ｍ,01,第１,1Y,安城第１工場,T-10 ｾﾝﾖｳ,80,0.76,3,1,08,9,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90363-40A010,, A,"BEARING, RADIAL BALL",使用中,かんばん,1Y,第１工場,手配,Ｐ,4287,日本精工（株）,02,三河分室,――,Ｍ,01,第１,1Y,安城第１工場,T-10 ｾﾝﾖｳ,80,0.76,3,1,08,9,,,,,"42,742",23.0,"35,252",20.0,"37,274",18.0,"46,260",22.0,"1,868","1,866","1,862",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732","42,742","35,252","37,274","46,260","1,868","1,866","1,862",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732"
35165-ECE010,, A,"PLATE, TRANSMISSION CASE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6065,（株）松尾製作所,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,200,0.63,3,1,01,1.21,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
35394-50A010,, A,"MAGNET, OIL CLEANER",使用中,かんばん,1Y,第１工場,手配,Ｐ,6095,ミズショー（株）,01,三河支店,――,Ｍ,01,第１,1Y,安城第１工場,TP-331 ﾊﾝﾖｳ,"2,000",0.71,3,1,01,1.88,,,,,"42,742",23.0,"35,252",20.0,"37,274",18.0,"46,260",22.0,"1,868","1,866","1,862",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732","42,742","35,252","37,274","46,260","1,868","1,866","1,862",0,0,"1,854","1,852","1,852","1,850","1,850",0,0,"1,850","1,850","1,850","1,850","1,850",0,0,"1,850","1,850","1,850","1,978","1,850",0,0,"1,850","1,850","1,850","1,978","1,732"
90250-06027,, A,"PIN, STRAIGHT",使用中,かんばん,1Y,第１工場,手配,Ｐ,6103,（株）水野鉄工所,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,"2,000",0.62,3,1,01,1.81,,,,,"21,371",23.0,"17,626",20.0,"18,637",18.0,"23,130",22.0,934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866,"21,371","17,626","18,637","23,130",934,933,931,0,0,927,926,926,925,925,0,0,925,925,925,925,925,0,0,925,925,925,989,925,0,0,925,925,925,989,866
90201-50A002,, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.71,3,1,01,0.73,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90201-56A001,, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.73,3,1,01,0.73,,,,,"9,492",23.0,"7,070",20.0,"7,936",18.0,"10,590",22.0,401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342,"9,492","7,070","7,936","10,590",401,406,412,0,0,500,493,499,498,504,0,0,390,396,396,408,396,0,0,397,385,397,415,391,0,0,355,355,367,389,342
90201-56A002,, A,"WASHER, PLATE",使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.71,3,1,01,0.73,,,,,"11,879",23.0,"10,556",20.0,"10,701",18.0,"12,540",22.0,533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524,"11,879","10,556","10,701","12,540",533,527,519,0,0,427,433,427,427,421,0,0,535,529,529,517,529,0,0,528,540,528,574,534,0,0,570,570,558,600,524
90564-39A001,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-39A002,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-39A003,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-39A004,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,696",23.0,"1,499",20.0,"1,520",18.0,"1,781",22.0,76,75,74,0,0,61,62,61,61,60,0,0,76,76,76,74,76,0,0,75,77,75,82,76,0,0,81,81,80,86,75,"1,686","1,498","1,519","1,780",75,74,73,0,0,60,61,60,60,59,0,0,75,75,75,73,75,0,0,74,76,74,81,75,0,0,80,80,79,85,74
90564-39A005,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"7,449",23.0,"6,609",20.0,"6,699",18.0,"7,851",22.0,334,330,325,0,0,268,272,268,268,264,0,0,335,332,332,324,332,0,0,331,339,331,360,335,0,0,357,357,350,376,329,"7,436","6,608","6,698","7,850",333,329,324,0,0,267,271,267,267,263,0,0,334,331,331,323,331,0,0,330,338,330,359,334,0,0,356,356,349,375,328
90564-39A006,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"2,635",23.0,"2,333",20.0,"2,365",18.0,"2,772",22.0,118,117,115,0,0,95,96,95,95,94,0,0,119,117,117,115,117,0,0,117,120,117,127,119,0,0,126,126,124,133,116,"2,625","2,332","2,364","2,771",117,116,114,0,0,94,95,94,94,93,0,0,118,116,116,114,116,0,0,116,119,116,126,118,0,0,125,125,123,132,115
90564-39A007,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,138,23.0,117,20.0,118,18.0,138,22.0,6,6,6,0,0,5,5,5,5,5,0,0,6,6,6,6,6,0,0,6,6,6,7,6,0,0,7,7,7,7,6,130,116,117,137,5,5,5,0,0,4,4,4,4,4,0,0,5,5,5,5,5,0,0,5,5,5,6,5,0,0,6,6,6,6,5
90564-39A008,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-39A009,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A001,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A002,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"2,110",23.0,"1,563",20.0,"1,754",18.0,"2,341",22.0,89,90,92,0,0,111,109,111,111,112,0,0,87,88,88,91,88,0,0,88,86,88,92,87,0,0,79,79,82,86,76,"2,097","1,562","1,753","2,340",88,89,91,0,0,110,108,110,110,111,0,0,86,87,87,90,87,0,0,87,85,87,91,86,0,0,78,78,81,85,75
90564-50A003,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"5,953",23.0,"4,426",20.0,"4,968",18.0,"6,630",22.0,252,255,258,0,0,313,309,313,312,316,0,0,245,248,248,256,248,0,0,249,242,249,260,245,0,0,223,223,230,244,215,"5,941","4,425","4,967","6,629",251,254,257,0,0,313,308,312,311,315,0,0,244,247,247,255,247,0,0,248,241,248,259,244,0,0,222,222,229,243,214
90564-50A004,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,"1,465",23.0,"1,082",20.0,"1,215",18.0,"1,621",22.0,62,63,64,0,0,77,76,77,77,78,0,0,60,61,61,63,61,0,0,61,59,61,64,60,0,0,55,55,57,60,53,"1,452","1,081","1,214","1,620",61,62,63,0,0,76,75,76,76,77,0,0,59,60,60,62,60,0,0,60,58,60,63,59,0,0,54,54,56,59,52
90564-50A005,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A006,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A007,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A008,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-50A009,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A066,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A067,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90564-51A068,,,SHIM,使用中,かんばん,1Y,第１工場,手配,Ｐ,6454,（株）ムロコーポレーション,01,,――,Ｍ,01,第１,1Y,安城第１工場,TP-131 ﾊﾝﾖｳ,100,0.93,3,1,01,0.73,,,,,0,23.0,0,20.0,0,18.0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
